,id,alias,name,is_closed,review_cou,rating,price,categories,latitude,longitude,address,city,zipcode,state,country,index_right,NTACode,NTAName,0-25k,25-50k,50-75k,75-100k,100-125k,125-150k,> 150k,MeanLifeExp
1864,nqcJCwOfkttQbxKBFGMHvQ,mcdonalds-new-york-86,McDonald's,0,70,2.0,$,"hotdogs,burgers,coffee",40.7777884,-73.95452942,1499 3rd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1865,9j5r0NlYKRkBTVvnAcUcwg,china-taste-new-york,China Taste,0,66,3.0,$,chinese,40.77495591,-73.95377576,1570 A 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1866,C3UsLxRyuTM7bTKqs-R1qA,sistina-new-york,Sistina,0,92,3.5,$$$$,italian,40.77455926,-73.95441193,24 E 81st St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1867,5bLPXbIxIfkthkwiIu81CQ,pure-poke-new-york,Pure Poke,0,7,3.0,MISSING,"sushi,poke",40.77646,-73.95534,1461 3rd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1873,lMVP7UR2mySp0yg9_3HvbQ,firenze-ristorante-new-york,Firenze Ristorante,0,246,3.5,$$$,italian,40.77452657,-73.95440709,1555 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1876,CWEHjt5yU_pE0QBU_17l4A,halal-cart-86th-and-3rd-new-york,Halal Cart - 86th and 3rd,0,6,3.0,$,"foodstands,halal",40.77882,-73.95398,Corner Of 86th And 3rd,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1878,rOULM2AE_hLhsb4mcT9ucg,eighteen-restaurant-new-york,Eighteen Restaurant,0,53,3.0,$$$,"kosher,sushi,burgers",40.77512,-73.95521,240 E 81st St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1887,PPXEufm_NkSoP_0FGKG44g,park-east-grille-new-york,Park East Grille,0,1,1.0,MISSING,newamerican,40.774703,-73.953704,1564 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1889,9pMhRYYgV7E9L7pzECtJKA,the-drunken-munkey-ues-new-york,The Drunken Munkey - UES,0,961,4.5,$$,"indpak,cocktailbars",40.78098,-73.94751,338 E 92nd St,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1890,q2D80--iDkSwf_OKsS-jdA,la-pulperia-ues-new-york-3,La Pulperia UES,0,719,4.0,$$,"latin,seafood,cocktailbars",40.7766202,-73.9523275,1626 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1891,euO-c5OpErE3UJCAliC4Bw,mellow-yellow-new-york-3,Mellow Yellow,0,260,4.5,$$,"coffee,breakfast_brunch,juicebars",40.77929,-73.94785,1729 1st Av,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1892,0vg2Z-HPwkyVVX613j2ysg,pengs-noodle-folk-new-york-2,Peng's Noodle Folk,0,410,4.5,$$,"chinese,noodles,ramen",40.77726,-73.94932,1659 1st Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1893,2vTsVfRk_j6EX6ORkz_M-Q,hometown-dumpling-new-york,Hometown Dumpling,0,31,4.5,MISSING,"korean,bbq,soup",40.775490000000005,-73.94767,1619 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1894,jKaR8TTkLBAFmMIsKU786g,pio-pio-3-new-york-5,Pio Pio 3,0,751,4.0,$$,"latin,peruvian",40.77959,-73.947,1746 First Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1895,Wbmqg0TkOVkzNh3HrJ9DIQ,vietnaam-new-york,Vietnaam,0,754,4.0,$$,"vietnamese,sandwiches",40.7791481,-73.95041656,1700 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1896,kmcgUxWhwlbmC-FAMTEF2g,cafe-d-alsace-new-york,Cafe D'Alsace,0,1172,4.0,$$,"french,breakfast_brunch,desserts",40.77916,-73.95104,1695 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1897,wcnfhQ7Q_us38Q1uEARagw,sushi-jin-new-york,Sushi Jin,0,5,5.0,MISSING,sushi,40.776032,-73.951988,316 E 84th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1898,r-izNItUH4ugnFodUOZX2A,international-wings-factory-new-york,International Wings Factory,0,420,4.5,$$,"chicken_wings,burgers,sandwiches",40.78018345,-73.94675427,1762 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1899,4FtqGBB96denVJu8KnuGKg,the-milton-new-york,The Milton,0,402,4.0,$$,"irish,cocktailbars,british",40.78123,-73.94893,1754 Second Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1900,m_PhHkyN-630ucF7r2F8EQ,pho-shop-new-york,Pho Shop,0,285,4.0,$$,"vietnamese,soup,sandwiches",40.77854288,-73.94779377,1716 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1901,RJiU4vY5Rk6Dp4xew6FPFQ,sumela-mediterranean-cafe-and-grill-new-york,Sumela Mediterranean Cafe & Grill,0,114,4.5,$$,"mediterranean,turkish,halal",40.7750786,-73.95045033,1606 1st Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1902,dp2gh3PsxKBiqVVxKwyTHw,au-jus-new-york,Au Jus,0,213,4.0,$$,"sandwiches,salad,diners",40.78038568,-73.94670666,1762 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1903,cy0vBvZu2Eb4XtRFCp8Seg,conmigo-new-york,Conmigo,0,190,4.0,$$,"cocktailbars,tacos",40.77793,-73.94901999999999,1685 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1904,izRJeBfDQYJmd6ibIQ6Mfg,mughlai-indian-cuisine-new-york-4,Mughlai Indian Cuisine,0,441,4.5,$$,indpak,40.78002,-73.94978,1724 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1905,v5YA6gFdj1jwTpz0Kjpjqw,krua-new-york,Krua,0,23,4.5,$$,"thai,asianfusion",40.780508700000006,-73.94669912,1764 1AVE,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1906,OiSjFh06dsNonI0cPXMSOw,bondurants-new-york,Bondurants,0,459,4.0,$$,"newamerican,beerbar",40.777291999999996,-73.951854,303 E 85th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1907,I_Va7AZSHpEwX75S-3hHLQ,noodle-fun-new-york,Noodle Fun,0,143,4.0,$$,"chinese,noodles",40.77953339,-73.94703674,1744 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1908,eGfpa9r0aGtN3V8ZwgaOEw,the-supply-house-new-york-2,The Supply House,0,329,4.0,$$,"bars,tradamerican,breakfast_brunch",40.7775579,-73.95218919999999,1647 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1909,gvUSss0MIPnNC-rph2e3vQ,mokja-new-york-4,Mokja,0,121,4.0,$$,korean,40.7774361,-73.9492703,1663 1st Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1910,ci0-GO_iMb0NdTCUYWjocQ,noche-de-margaritas-new-york,Noche De Margaritas,0,342,4.0,$$,mexican,40.7801018,-73.94978329999999,1726 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1911,PJeuLlvja4ZKv_tHq_pE1A,heidelberg-restaurant-new-york,Heidelberg Restaurant,0,670,4.0,$$,"german,bars",40.77742,-73.95172,1648 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1912,9_0R5ZUXM_znsT1Hwa1qKA,the-writing-room-new-york,The Writing Room,0,471,3.5,$$$,"bars,steak,tradamerican",40.77946,-73.95094,1703 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1913,ZWPgzW0qqtksyI3GxCPM-Q,little-frog-bistro-and-bar-new-york,Little Frog Bistro & Bar,0,185,4.0,$$$,"french,bars",40.77722,-73.95092,322 E 86th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1914,QgEre4IFSHxbUvHMe8S12g,pinocchio-restaurant-new-york-2,Pinocchio Restaurant,0,207,4.0,$$$,italian,40.77965,-73.94695,1748 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1915,1bjUc14khru1HXuMUe5-5w,libertador-steakhouse-new-york-new-york,Libertador Steakhouse - New York,0,432,3.5,$$,"argentine,steak",40.78004,-73.95057,1725 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1916,jJYQJGygWjIX6_0MiIoJRQ,ashoka-on-2nd-avenue-new-york,Ashoka on 2nd Avenue,0,120,4.5,$$,indpak,40.7798555,-73.95009040000001,1718 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1917,IioZ8jB60TJ_WUE4CPJs8w,fishwiches-new-york,Fishwiches,0,16,4.0,$,"seafood,sandwiches",40.78028,-73.94667,1762 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1918,MPblH3J1kpbNGL4C4U7RAQ,il-carino-restaurant-new-york,IL Carino Restaurant,0,54,4.0,$$,italian,40.77945,-73.95019,1710 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1919,Q6quwwLiwx_47SRd3tItvA,schallers-stube-sausage-bar-new-york,Schaller's Stube Sausage Bar,0,189,4.0,$,"butcher,german,chicken_wings",40.777544,-73.951607,1652 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1920,1ZpTIU6htcQ8QIPpjYcSSg,blue-moon-deli-new-york,Blue Moon Deli,0,36,4.5,$,"delis,sandwiches",40.7805274,-73.94692950000001,1773 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1921,9w3zIx0-n7qPLQynU8saHA,aoc-east-new-york,AOC East,0,127,4.0,$$,"wine_bars,french,seafood",40.77469,-73.95075,1590 First Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1922,HnTcWZbZJzNAYO8YseQlSQ,putawn-local-thai-kitchen-new-york,PuTawn Local Thai Kitchen,0,195,4.5,$$,thai,40.77446,-73.95076999999999,1584 First Av,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1923,-jcSbz_IBk-NC_ZOXh-r6w,heavenly-market-new-york,Heavenly Market,0,16,4.5,MISSING,"delis,grocery,salad",40.777709,-73.9456163,1692 York Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1924,0UIUQWmwf_yxyygLXPQ0Hw,mimmo-cucina-italiana-new-york,Mimmo Cucina Italiana,0,75,4.0,$$$,"pizza,italian,wine_bars",40.777640000000005,-73.94565,1690 York Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1925,vjj3MMPkULJUCv8xf3XRiA,san-matteo-takeaway-new-york,San Matteo Takeaway,0,141,4.0,$$,"italian,pizza,salad",40.7801684,-73.95028990000002,1731 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1926,6WcTHh9plrq-XZ0B-7nnug,bareburger-new-york-13,Bareburger,0,260,3.0,$$,"burgers,salad,tradamerican",40.777772,-73.949093,1681 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1927,2lOF2K5CoZ1QqmfRNF_mcA,ryans-daughter-new-york,Ryan's Daughter,0,233,4.0,$$,"pubs,newamerican",40.77628,-73.95048,350 E 85th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1928,9laSSXnr4F16gURfUBbZTA,oaxaca-taqueria-new-york-12,Oaxaca Taqueria,0,86,3.5,$,mexican,40.77964,-73.95081,1709 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1929,sH4c7wEml8Gd-jx10zGfBA,shortys-new-york-264,Shorty's,0,221,3.5,$$,"cheesesteaks,sportsbars",40.777840000000005,-73.94830999999999,1678 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1930,sKKu2bzOP-8t5D1vGBcdRA,midnight-express-diner-new-york,Midnight Express Diner,0,397,3.0,$$,"diners,tradamerican",40.779790000000006,-73.95058,1715 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1931,NLZsTQQQ-jttCAQkKBmqoQ,shoga-sushi-and-oyster-bar-new-york-2,Shoga Sushi & Oyster Bar,0,223,4.0,$$,"sushi,ramen",40.778972700000004,-73.950649,1698 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1932,#NAME?,suki-ichiro-restaurant-new-york,Suki Ichiro Restaurant,0,25,3.5,MISSING,"sushi,ramen",40.77888,-73.95078000000001,1694 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1933,ggZczl_F-L4FvZk3jpNR3Q,five-mile-stone-new-york,Five Mile Stone,0,417,3.5,$$,"newamerican,cocktailbars",40.7772804,-73.9519665,1640 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1934,vK3RAsFD2T3coAbL23qjvQ,prime-gourmet-market-new-york,Prime Gourmet Market,0,7,5.0,MISSING,"delis,grocery",40.78047,-73.94632,408 E 92nd St,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1935,7S8g0G_Ndc3DS-kqsozq8Q,83-1-2-new-york,83 1/2,0,161,4.0,$$$,italian,40.775354,-73.951216,345 E 83rd St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1936,8-boHR8m_gWYHF4XXasYbA,tacos-mi-mexico-new-york-4,Tacos Mi Mexico,0,11,4.5,$,"mexican,foodtrucks",40.782706,-73.948542,1801 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1937,od-5v2v1HdGisEDAXotqeg,poke-new-york,Poke,0,454,4.0,$$,"sushi,japanese",40.7766,-73.95057,343 E 85th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1938,7-mcmUETyMifs3rbpvCObA,yeti-spice-grill-new-york,Yeti Spice Grill,0,35,4.0,$$,"indpak,desserts,kebab",40.78023348,-73.94672155,1764 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1939,SBJHGtqJyfaU47NPjGAU6A,china-jade-new-york-2,China Jade,0,139,3.5,$$,chinese,40.77747,-73.95239000000001,1643 2nd Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1940,7lrqNMCmnC46t0sL4M5WPg,delizia-92-new-york,Delizia 92,0,235,3.5,$,"pizza,italian,catering",40.78152,-73.94886,1762 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1941,foAYWheDCF9wUyKPuOGYow,mole-new-york-6,Mole,0,361,3.0,$$,mexican,40.780331,-73.95030200000001,1735 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1942,U5dCWjAxrvLLMH1ErpGfvw,a-jiao-new-york,A-jiao,0,119,3.5,$$,chinese,40.783159000000005,-73.94824399999999,1817 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1943,e19VbYv0MgzdvAtVqe-_7Q,nathans-famous-new-york-10,Nathan's Famous,0,9,3.5,MISSING,hotdog,40.7782075,-73.94806568,1700 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1944,cpN0ixPR2l3QFA8Uf1BhCQ,luna-rossa-new-york,Luna Rossa,0,107,4.0,$$$,"italian,wine_bars",40.776612,-73.950351,347 E 85th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1945,A8qXfx_LBI6fnOhxDmvIOA,sabor-a-mexico-new-york-2,Sabor A Mexico,0,139,3.5,$$,mexican,40.77953,-73.94704,1744 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1946,mlh6udWcySbe3N0yY2pjlA,first-on-first-deli-new-york,First On First Deli,0,9,4.0,$$,"delis,grocery",40.7800624,-73.94662298,1756 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1947,08r2HipnMw0AovLfXed82Q,the-mansion-new-york,The Mansion,0,309,3.5,$$,"diners,breakfast_brunch",40.77601,-73.94685,1634 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1948,I0rjVA3Zf2avhX-mNUAKeg,rathbones-restaurant-new-york,Rathbones Restaurant,0,251,3.5,$$,"chicken_wings,sportsbars,breakfast_brunch",40.77921,-73.95036999999999,1702 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1949,ezu7Ai6ADfHDYCklvuipWA,arturos-new-york-5,Arturo's,0,65,4.0,$$$,italian,40.775478,-73.947847,1617 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1950,qr24KgWcZGUhKZIPyVMsNw,maz-mezcal-new-york,Maz Mezcal,0,345,3.5,$$,mexican,40.777409999999996,-73.95103,316 E 86th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1951,7pqZ3lpAtinvJ6QKOzSXxg,yorkville-bagel-and-cafe-new-york-4,Yorkville Bagel & Cafe,0,81,4.0,$,"bagels,cafes,juicebars",40.78327487,-73.94812804,1821 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1952,Q9G0hapo7dO7pMLzLbm2_w,park-east-kosher-butchers-new-york-2,Park East Kosher Butchers,0,31,3.0,$$$,"meats,delis,butcher",40.779429,-73.947917,1733 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1953,r5UZU74BHCbesEQ8K94YTA,luigis-pizzeria-new-york-2,Luigi's Pizzeria,0,171,3.0,$,"italian,pizza",40.778446,-73.94863199999999,1701 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1954,iV5yy8EbjsPoYWtjRhB61Q,nica-trattoria-new-york,Nica Trattoria,0,131,4.0,$$$,"italian,wine_bars",40.7756431,-73.950783,354 E 84th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1955,hkCrlw-Yt7uyIFBACg79qA,ginos-pizza-new-york,Gino's Pizza,0,168,3.5,$$,pizza,40.77535,-73.95121,345 E 83rd St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1956,DKLbMLQHvggfIKw2jj6rnA,felice-83-new-york,Felice 83,0,226,3.5,$$$,"wine_bars,italian",40.775048999999996,-73.95107800000001,1593 1st Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1957,Vm6_cXz8hbvZhot0m1aaRg,italianissimo-ristorante-new-york-2,Italianissimo Ristorante,0,114,4.0,$$$,"italian,wine_bars",40.7764,-73.95205,307 E 84th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1958,5sG_S51rleFhCKLgQpXc_g,new-sunny-east-88-new-york,New Sunny East 88,0,63,3.5,$,chinese,40.777902000000005,-73.94825,1680 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1959,yRPwT50uYZjUUPGjucBpiA,chickys-new-york,Chicky's,0,63,3.0,$,"bbq,tradamerican",40.77715,-73.9496,355 E 86th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1960,_LiezzGnDxKMyqOivtQJxQ,moduwa-york-84-new-york,Moduwa York 84,0,19,3.5,MISSING,"delis,bagels",40.7744674,-73.94799902,1592 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1961,Yo6D3B8TP_xdN1yaoNc0Ww,fresh-wok-new-york,Fresh Wok,0,31,3.0,$,"chinese,asianfusion",40.78065,-73.94698000000001,1777 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1962,WOonEFdSaK224ew1c0Oa7w,tenzan-89-new-york,Tenzan 89,0,156,3.0,$$,"japanese,sushi",40.779579,-73.950103,1714 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1963,ES8aMHFQOXMlaIeILE87DQ,cafe-jax-new-york,Cafe Jax,0,522,3.5,$,"cafes,donuts,bagels",40.776061999999996,-73.95187270000001,318 E 84th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1964,p57GeqPT8gmMs__V_SpSBg,mexican-food-cart-new-york-5,Mexican Food Cart,0,2,5.0,MISSING,"mexican,foodtrucks",40.77772872,-73.95135204,305 East 86th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1965,bacGm8cL-vUPHdR18_M7bw,charley-mom-restaurant-new-york,Charley Mom Restaurant,0,84,3.5,$$,chinese,40.77402878,-73.94815826,1580 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1966,Rzh6xiXKtOkbBDDKe3jUpg,gracies-on-2nd-diner-new-york,Gracie's on 2nd Diner,0,133,3.0,$$,"diners,breakfast_brunch",40.777623999999996,-73.9515982,300 E 86th St,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1967,sP0fgiQ8Chd4F6sHUWE2kg,nargila-grill-new-york-2,Nargila Grill,0,81,3.5,$$,"kosher,mideastern",40.77501297,-73.94815063,1599 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1968,EzKvmyYk-7xQZ47Me-NDwg,taco-today-new-york,Taco Today,0,77,3.0,$,mexican,40.77726,-73.94932,1659 1st Avenue,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1969,FsOXBEQhkmSAwQ6BKXL_kg,bayards-ale-house-new-york-3,Bayard's Ale House,0,51,3.5,$$,"irish,irish_pubs",40.77469328,-73.95112321,1589 1st Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1970,Phuu76JEhGysnwfkPTq7kQ,bagel-bobs-on-york-new-york,Bagel Bob's on York,0,235,3.5,$,"bagels,coffee,cafes",40.7765329,-73.9470054,1641 York Ave,New York,10028,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1971,PnIhJd9aWM3ClEFgNop5JA,dawa-91-new-york,Dawa 91,0,27,3.0,$,"delis,bagels,grocery",40.78104538,-73.94904803,1748 2nd Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1972,gxEYxWqKVhs8xBw9Lvd7hA,east-garden-chinese-restaurant-new-york,East Garden Chinese Restaurant,0,52,3.5,$,chinese,40.77793,-73.94901999999999,1685 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
1973,LF1AnoxbHLojKnEP1CqVWQ,pizza-city-new-york,Pizza City,0,2,4.0,MISSING,pizza,40.780189,-73.94665400000001,1760 1st Ave,New York,10128,NY,US,8,MN32,Yorkville,0.12,0.1,0.13,0.12,0.09,0.09,0.34,84.52222222222223
