,id,alias,name,is_closed,review_cou,rating,price,categories,latitude,longitude,address,city,zipcode,state,country,index_right,NTACode,NTAName,0-25k,25-50k,50-75k,75-100k,100-125k,125-150k,> 150k,MeanLifeExp
0,ksksxd8J2SIs97ccPFV75A,brown-sugar-restaurant-new-york,Brown Sugar Restaurant,0,204,3.5,$$,"cuban,seafood,steak",40.869926,-73.91546600000001,5060 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
1,IHGm6huN_Z48KdorBjztSQ,guacamole-taqueria-new-york,Guacamole Taqueria,0,122,3.5,$$,mexican,40.86952,-73.91674,5025 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
2,rUBFgZU3QTk7IOgpccE8Og,indian-road-cafe-new-york,Indian Road Cafe,0,580,4.0,$$,"coffee,newamerican,bars",40.87291516,-73.91844082,600 W 218th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
3,AflnoQBr01QmQIq5hVH-iA,la-essencia-restaurant-new-york,La Essencia Restaurant,0,13,3.5,$$,"mexican,dominican",40.870870000000004,-73.91505,5085 Broadway Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
4,8o-B_1q4XB48CmdaXdm2KQ,raices-new-york,Raices,0,127,3.5,$$,"bars,latin",40.86633,-73.92016,565 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
5,lS_pyqnLHaw_MqxOMZomLw,sahara-cafe-and-lounge-new-york,Sahara Cafe & Lounge,0,28,3.5,$$,"lounges,latin,hookah_bars",40.86928272,-73.91557192,4026 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
6,qrNV4MrUYgtWkYm2CMUNgQ,restaurante-ecuatoriano-génesis-new-york-2,Restaurante Ecuatoriano Génesis,0,7,4.5,$$,latin,40.8655,-73.91999,538 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
7,fUl4oP4XLyyFi_EgIZwK9g,cafe-tabaco-and-ron-new-york,Cafe Tabaco & Ron,0,91,3.0,$$,latin,40.86907,-73.91585,501 W 214th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
8,D37laxSajXqhhsaCYo4WSw,taqueria-emilio-new-york,Taqueria Emilio,0,47,4.5,$,mexican,40.86622203,-73.92013561,563 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
9,45jGb_7HFK9Nz7MZSJ0gDQ,park-terrace-deli-new-york,Park Terrace Deli,0,79,3.0,$,"delis,bagels",40.87131524,-73.91464442,510 W 218th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
10,yWcSoa4nzNWXH14wHrxUvA,monkey-brothers-lab-new-york,Monkey Brothers Lab,0,18,3.5,$$,"foodtrucks,empanadas,burgers",40.86757,-73.91705,3966 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
11,U1I4gHO_bVhRv1D--JhklQ,el-tina-fish-market-new-york,El Tina Fish Market,0,50,4.0,$$,"seafood,seafoodmarkets",40.864453499999996,-73.9193338,500 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
12,FPGPTHWf5wXDsTJeMTqhGA,genesis-manhattan,Genesis,0,22,4.0,$$,latin,40.8655,-73.91999,538W 207th St,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
13,3QL775s9XyFzC75htzH6Qg,cocina-latina-restaurant-new-york-2,Cocina Latina Restaurant,0,8,3.5,$$,"latin,dominican,spanish",40.86811437,-73.91909825,4986 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
14,FIauc3AaAeDR9u4gMtKmRQ,made-in-mexico-new-york,Made In Mexico,0,274,2.5,$$,mexican,40.86716022,-73.91728982,3950 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
15,_6FYombsxJYOUOsQQ24Nkg,el-nuevo-sabor-new-york-2,El Nuevo Sabor,0,11,2.5,$$,dominican,40.869440000000004,-73.91552,4032 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
16,kTKmoQ8h5LZILeOk36x7dA,el-lina-restaurant-manhattan,El Lina Restaurant,0,22,4.5,$$,caribbean,40.8642807,-73.91943359,500 W 207th St,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
17,pWq3YAKT4YCRxMjh7QniwA,disfruta-new-york,DisFruta,0,34,4.5,$,"juicebars,icecream,salad",40.86460069,-73.91942397,510 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
18,WAAGa-7SOjz8IsP07fR8WQ,juniors-tacos-manhattan,Junior's Tacos,0,32,3.5,$,"tex-mex,mexican",40.865898,-73.918686,253 Sherman Ave,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
19,jptXnWKw4x4kHYihKLNbZA,la-casa-del-mofongo-new-york-5,La Casa Del Mofongo,0,67,2.0,MISSING,"italian,tapasmallplates,hookah_bars",40.86576511,-73.91969027,546 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
20,Di9XbGyUWTqNYuF3-twRlA,cafe-de-broadway-new-york-2,Cafe De Broadway,0,56,2.5,$$,"newamerican,breakfast_brunch,cafes",40.868159999999996,-73.91848,4996 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
21,CC7v0W2wHw2O7E3Mwkub5w,stop-809-new-york,Stop 809,0,13,3.0,$,dominican,40.86554079,-73.91969047,537 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
22,VUsjoFZ15OVQ4Ol7zt80zg,la-lomita-mexican-deli-new-york,La Lomita Mexican Deli,0,28,4.0,$,mexican,40.8641999,-73.91936,3868 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
23,T5-ko-W-TNcMPbMViKxXdA,johns-fried-chicken-new-york,John's Fried Chicken,0,55,3.5,$,"dominican,latin,chickenshop",40.86487841,-73.91953759,512 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
24,VlWTXdRDkhYz6-iU2cjKGQ,grandpas-brick-oven-pizza-new-york,Grandpa's Brick Oven Pizza,0,173,3.5,$,"pizza,italian,wraps",40.868317700000006,-73.9195183,4973 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
25,6FUzOZZ5t-YYg0T2uyAD9A,sandwich-girl-miami-2,Sandwich Girl,0,2,4.5,MISSING,"sandwiches,foodtrucks",40.867836,-73.92055511,,Miami,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
26,EZ8HzAGCv3aD2amCZzKCTA,el-viejo-jobo-restaurant-new-york,El Viejo Jobo Restaurant,0,6,2.5,$$,latin,40.865658,-73.91954,231 Sherman Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
27,X3oOvBNKrYfSKSOBLV0Jyg,gardenia-salad-bar-new-york,Gardenia Salad Bar,0,16,2.0,$$,salad,40.86837,-73.91937,4979 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
28,L_ywJAgHsKbdnxx1Ror28w,d-fruit-opia-new-york,D'Fruit-Opia,0,1,5.0,MISSING,"sandwiches,juicebars,latin",40.86463,-73.91943,510 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
29,682tbIUxjAvPG2fRdOFkeQ,el-valle-seafood-restaurant-new-york-2,El Valle Seafood Restaurant,0,7,2.0,$,"seafood,dominican",40.865660999999996,-73.919539,231 Sherman Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
30,skEDkjqJWMEjU0YRL8Kojg,jr-primos-ii-restaurant-new-york,JR Primos-Ii Restaurant,0,2,2.0,$,spanish,40.86825776,-73.91905769,4986 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
31,lkb8ygOIZNp7IES7xb2uHg,carreons-deli-and-bakery-new-york,Carreon's Deli and Bakery,0,12,3.0,$,"bakeries,bagels,delis",40.86835,-73.91944000000001,4975 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
32,Im-7ShkmNuKkW2OXays0xw,kennedy-fried-chicken-and-pizza-new-york-6,Kennedy Fried Chicken and Pizza,0,11,2.5,MISSING,pizza,40.86542,-73.91940059999999,521 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
33,irkUw4Yb46lnfWr_WBBdEw,danny-f-donut-corporation-new-york,Danny F Donut Corporation,0,3,3.0,$,restaurants,40.86425,-73.91931,3868 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
34,7WmYpiHs7h6NeTInkpdfIg,noels-pizza-new-york,Noel's Pizza,0,5,2.5,MISSING,"italian,pizza,sandwiches",40.86601907,-73.92000912,553 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
35,XgtCCdqgBjWiAcRMGeHrVA,papa-johns-pizza-new-york-38,Papa John's Pizza,0,2,1.5,$,pizza,40.86533,-73.91951,523 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
36,6JofyoHOHpF2ho6nmKfedA,delios-pizza-new-york,Delio's Pizza,0,7,2.5,$,pizza,40.866006799999994,-73.9200941,553 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
37,HVeQNs_7zh3m-xCZ1ugslA,beans-and-vines-inwood,Beans and Vines,0,404,4.5,$$,"bars,newamerican,steak",40.86651,-73.92549,4799 Broadway,Inwood,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
39,Hoq8s-NePq6_3QxJhR7oNA,bocaditos-bistro-new-york,Bocaditos Bistro,0,380,4.5,$$,"breakfast_brunch,tapasmallplates,wine_bars",40.86684983,-73.92399084,4863 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
41,DCjRqV6kRPU0h-MaRRcVrQ,inwood-bar-and-grill-new-york,Inwood Bar and Grill,0,375,3.5,$$,"sportsbars,venues,steak",40.8670387,-73.9223929,4892 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
44,FAUMdhzoesC3PEp0b1ujBg,broadyke-meat-market-new-york,Broadyke Meat Market,0,75,5.0,$$,"meats,delis,sandwiches",40.86578,-73.92703,4767 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
45,1g2MUmzPHrDPcPio62iV9w,seawalk-restaurant-new-york,Seawalk Restaurant,0,135,4.0,$$,"seafood,bars,breakfast_brunch",40.86667,-73.92837,261 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
46,l7E6lpov_VPbhrxjWT-76Q,the-park-view-new-york,The Park View,0,322,3.5,$$,"newamerican,tradamerican,wine_bars",40.865788,-73.92733299999999,219 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
47,0Aw9Af0d9a7HxcbkJaW9eA,mamajuana-cafe-new-york,Mamajuana Cafe,0,617,3.0,$$,"breakfast_brunch,desserts,latin",40.866501,-73.928037,247 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
48,NzFEzBtaPuB_u28Qs7GxHQ,elsa-la-reina-del-chicharron-new-york,Elsa La Reina Del Chicharron,0,95,4.0,$,"latin,soup,juicebars",40.86627,-73.9246,4840 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
49,WvJzhvru8oenl6rwVIl0TQ,pate-palo-bar-and-grill-new-york,Pat'e Palo Bar & Grill,0,85,3.5,$$,"bars,tradamerican",40.86663291,-73.92832617,251-3 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
51,krx3qFc0QFRqLL3fyscJSQ,cachapas-y-mas-new-york,Cachapas y mas,0,332,4.0,$,"venezuelan,sandwiches,empanadas",40.861990000000006,-73.92478,107B Dyckman St,New York,10040,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
52,h5VLolcEpu3ZUnDdjfhjSg,papasito-mexican-grill-and-agave-bar-new-york,Papasito Mexican Grill & Agave Bar,0,425,3.0,$$,mexican,40.8658205,-73.92736490000001,223 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
54,Qsc2DrX3IR-uGfwnUlOzcA,lotus-express-manhattan,Lotus Express,0,55,4.0,$,chinese,40.86627,-73.9246,4840 Broadway,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
59,TSaX5ml_wkF9AMBTvkKppw,cafe-kolmaro-manhattan,Cafe Kolmaro,0,13,4.5,$,cafes,40.86484,-73.92213000000001,185 Sherman Ave,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
60,8b7Nr6624zlBJTf8zYyrLw,mama-sushi-new-york,Mama Sushi,0,692,3.0,$$,"sushi,japanese,cocktailbars",40.86612589999999,-73.92772120000001,237 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
61,sk7oNG7cT6Q21Wc4OCAi-w,il-sole-new-york,Il Sole,0,142,3.0,$$,italian,40.86612,-73.92771,233 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
63,m4vr600Ibclr2b2QRU-Qlw,la-suegra-de-dyckman-new-york,La Suegra De Dyckman,0,7,4.5,$,"streetvendors,mexican,foodstands",40.86198236,-73.92490849,,New York,,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
64,Uq2rNMzfPkJa-2nxZSvwDg,alberts-mofongo-new-york-17,Albert's Mofongo,0,185,2.5,$$,"dominican,spanish,seafood",40.86539973,-73.92691161,4762 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
65,jdyIK5Q4Yko2Z5Mr5_ttog,havana-tacos-new-york,Havana Tacos,0,2,4.0,MISSING,"tacos,cocktailbars,hookah_bars",40.86248945,-73.92297699,212 Nagle Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
66,d2P5CJeY6jK85mZEFDW6nw,beans-and-vines-express-new-york-2,Beans and Vines Express,0,1,4.0,MISSING,"burgers,sandwiches,catering",40.86629,-73.92466,4842 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
67,_LLK-gnjeTLwpyoliglozw,hang-lee-chinese-new-york,Hang Lee Chinese,0,25,4.0,$,chinese,40.86726224,-73.92333044,666 W 204th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
69,0QGdHJtqRJOvw7gm8qOZmQ,dyckman-dogs-new-york,Dyckman Dogs,0,3,4.0,MISSING,"hotdog,burgers",40.86197,-73.92475999999999,105A Dyckman St,New York,10040,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
70,ZCOKKyPJDSVcauTNPtFF-Q,rico-chimi-new-york,Rico Chimi,0,26,3.0,$,dominican,40.862209299999996,-73.924942,111 Dyckman St,New York,10040,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
73,T_hmL9ktXYZoB2aWwydU9Q,dyckman-express-restaurant-new-york,Dyckman Express Restaurant,0,89,3.0,$,"latin,caribbean",40.86184,-73.92468000000001,101 Dyckman St,New York,10040,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
77,Nb-jziKcz_GkuwEM5xnCeQ,m-and-w-deli-new-york,M & W Deli,0,5,4.0,MISSING,"delis,convenience",40.86535927,-73.92415258,53 Vermilyea Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
78,9lPY_cT08HNENiylNy47qA,dominos-pizza-new-york-2,Domino's Pizza,0,32,2.5,$,"pizza,chicken_wings,sandwiches",40.866280100000004,-73.9255373,4797 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
79,EKW0k9FendDGYrALnPC0gA,taco-bell-new-york-44,Taco Bell,0,14,2.0,MISSING,"hotdogs,tex-mex,mexican",40.86424,-73.92621,175 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
84,jWOCi1QG8c-v0YXRSdd57A,jimbos-hamburger-palace-new-york-3,Jimbo's Hamburger Palace,0,18,3.5,$,burgers,40.86237,-73.92501,117 Dyckman St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
86,v-eBq7ZrDRq69JRGKv-iaw,fidel-gourmet-deli-new-york-3,Fidel Gourmet Deli,0,7,3.0,$,"convenience,delis",40.86700022,-73.92329916,4879 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
88,FFtJBatkfQkb-Ni_7NSdpg,rancho-los-compadres-new-york,Rancho Los Compadres,0,3,2.5,$,"mexican,latin",40.864090000000004,-73.92505,110 Sherman Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
97,CY1lJBQatCNo4-_ljlS1rA,unique-fusion-restaurant-new-york-2,Unique Fusion Restaurant,0,27,5.0,MISSING,asianfusion,40.86704078,-73.92101936,586 West 207 St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
98,2IrwjU67gguqLqQqZ1nFPg,guadalupe-restaurant-new-york-3,Guadalupe Restaurant,0,641,4.0,$$,"mexican,steak,seafood",40.86739,-73.92083000000001,597 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
99,gSl_voDj9xLXweSTix5OsA,tenth-avenue-new-york,Tenth Avenue,0,11,3.0,MISSING,"venues,italian,cocktailbars",40.86205,-73.92047,3795 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
100,dC-EC1dZnr40MKnHPx-PIg,patacon-pisao-truck-washington-heights,Patacon Pisao Truck,0,80,4.5,$,"foodtrucks,venezuelan",40.861059999999995,-73.92036,431 W 202nd St,Washington Heights,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
101,AaGL6Q8AOSnvs3Wavk6fbg,taboga-new-york-2,Taboga,0,41,3.5,$$,"poolhalls,latin,breakfast_brunch",40.861014000000004,-73.920162,421 W 202nd St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
102,3sQPGzWl0PMi2ULZ4DbEAg,sushi-mambo-new-york-2,Sushi Mambo,0,256,3.0,$$,"sushi,japanese,bars",40.861059999999995,-73.92036,431 W 202nd St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
103,t8RYSta0K8y1DXYAjhA5Dw,brasier-grill-and-rooftop-new-york-3,Brasier Grill & Rooftop,0,47,2.5,MISSING,"latin,steak",40.8611151,-73.9208177,472 W 202nd St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
104,53FfOCrQw8iGlBdT4aLaSQ,cocina-taller-new-york-2,Cocina Taller,0,65,3.0,$$,"mediterranean,champagne_bars",40.861433899999994,-73.9199223,416 B W 203rd St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
105,7yGBu-m5K7oWwtu_kdUoDQ,galicia-tapas-new-york,Galicia Tapas,0,1,4.0,MISSING,"tapasmallplates,spanish,seafood",40.86672053,-73.92036617,575 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
106,KYZC3nDpXdjj1p678XiGnA,jimbos-hamburger-palace-manhattan,Jimbo's Hamburger Palace,0,19,4.0,$,burgers,40.864212,-73.9188995,3869 10th Ave,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
107,FSLdHdT8LLiMjQ02yOrWwA,el-floridita-restaurant-new-york-2,El Floridita Restaurant,0,33,3.0,$,"cuban,breakfast_brunch",40.86395,-73.91953000000001,3856 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
108,F1cTAyVghrMagxFHikwQKQ,garden-cafe-new-york-3,Garden Cafe,0,232,3.5,$$,newamerican,40.8681059,-73.920263,4961 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
109,oS1e-zZ_qzZNIUEp3FYHhQ,yummy-thai-new-york,Yummy Thai,0,371,3.0,$$,thai,40.86808,-73.9205,4959 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
110,jfdmmWd9YfjSl6vRFlx0jw,pick-and-eat-new-york-3,Pick & Eat,0,81,3.5,$$,"newamerican,caribbean",40.86753398,-73.92151147,4932 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
111,Y7CBhMYJtY9T5g-BBv5npA,tulcingo-azteca-restaurante-new-york,Tulcingo Azteca Restaurante,0,15,3.5,$$,mexican,40.864081,-73.9189911,3861 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
112,ZqDpOO44Lg-jKOrosrxrGg,gs-coffee-shop-new-york,G's Coffee Shop,0,61,4.5,$,"mexican,coffee,newamerican",40.8681434,-73.9216979,634 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
113,znD_I5mDsFP871ToNEiNPg,eat-sherman-creek-new-york,Eat  Sherman Creek,0,1,5.0,MISSING,hotdogs,40.86076811,-73.91982436,421 W 202nd St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
114,Acme_IxW4FEo1zm6RuJXxQ,buunni-coffee-new-york,Buunni Coffee,0,16,4.0,MISSING,"coffee,breakfast_brunch,bakeries",40.8681,-73.92041,4961 Broadway,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
115,Mc-uTqSARIIvdE8Jn8a5Yw,amys-restaurant-new-york,Amy's Restaurant,0,109,3.5,$$,chinese,40.86701,-73.92097,586 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
116,Y9jmd1D2QqJTkMMuFrcXNA,capitol-restaurant-manhattan-2,Capitol Restaurant,0,51,3.5,$,diners,40.86761579,-73.92156176,4933 Broadway,Manhattan,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
117,KBDRkNdoKG3wCqWI5trGyg,la-nueva-espana-new-york,La Nueva Espana,0,89,3.0,$$,latin,40.8674324,-73.92123470000001,606 W 207th St,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
118,RIqbSYjSM0PWIupC6HZlcg,tulcingo-azteca-new-york,Tulcingo Azteca,0,1,4.0,MISSING,mexican,40.86402577,-73.91907033,3861 10th Ave,New York,10034,NY,US,11,MN01,Marble Hill-Inwood,0.32,0.21,0.15,0.14,0.07,0.04,0.07,84.02857142857142
