,GEOID,price_$,price_$$,price_$$$,price_$$$$,MISSING,Geography,Households,pct_0-25k,pct_25k-50k,pct_50k-75k,pct_75k-100k,pct_100k-125k,pct_125k-150k,pct_> 150k,num_0-25k,num_25k-50k,num_50k-75k,num_75k-100k,num_100k-125k,num_125k-150k,num_> 150k
112,36047016900,8,12,0,0,3,"Census Tract 169, Kings County, New York",2177,0.22399999999999998,0.077,0.145,0.11599999999999999,0.145,0.09,0.203,487.64799999999997,167.629,315.66499999999996,252.53199999999998,315.66499999999996,195.93,441.93100000000004
113,36047017000,2,3,1,0,0,"Census Tract 170, Kings County, New York",1157,0.225,0.152,0.168,0.14400000000000002,0.131,0.068,0.11199999999999999,260.325,175.864,194.376,166.60800000000003,151.567,78.676,129.58399999999997
114,36047017100,0,0,0,0,3,"Census Tract 171, Kings County, New York",1586,0.07400000000000001,0.122,0.124,0.102,0.121,0.11,0.348,117.36400000000002,193.492,196.664,161.772,191.906,174.46,551.928
115,36047017200,0,2,0,0,0,"Census Tract 172, Kings County, New York",1073,0.076,0.299,0.209,0.075,0.102,0.079,0.16,81.548,320.827,224.25699999999998,80.475,109.446,84.767,171.68
116,36047017400,0,0,0,0,2,"Census Tract 174, Kings County, New York",699,0.155,0.126,0.109,0.109,0.134,0.122,0.24600000000000002,108.345,88.074,76.191,76.191,93.66600000000001,85.27799999999999,171.954
117,36047017600,1,0,0,0,1,"Census Tract 176, Kings County, New York",873,0.21100000000000002,0.231,0.192,0.13699999999999998,0.12,0.037000000000000005,0.071,184.20300000000003,201.663,167.616,119.60099999999998,104.75999999999999,32.301,61.983
118,36047017700,4,6,0,0,2,"Census Tract 177, Kings County, New York",0,,,,,,,,,,,,,,
119,36047017800,3,3,0,0,1,"Census Tract 178, Kings County, New York",883,0.21899999999999997,0.20800000000000002,0.20800000000000002,0.153,0.113,0.057,0.042,193.37699999999998,183.66400000000002,183.66400000000002,135.099,99.779,50.331,37.086000000000006
120,36047018000,2,4,0,0,0,"Census Tract 180, Kings County, New York",992,0.196,0.239,0.07200000000000001,0.154,0.12,0.08199999999999999,0.138,194.43200000000002,237.088,71.424,152.768,119.03999999999999,81.344,136.89600000000002
121,36047018100,7,9,2,0,2,"Census Tract 181, Kings County, New York",1912,0.08800000000000001,0.11699999999999999,0.15,0.23800000000000002,0.126,0.037000000000000005,0.243,168.25600000000003,223.70399999999998,286.8,455.05600000000004,240.912,70.74400000000001,464.616
122,36047018200,1,2,0,0,2,"Census Tract 182, Kings County, New York",1148,0.28800000000000003,0.166,0.183,0.156,0.102,0.013000000000000001,0.092,330.624,190.568,210.084,179.088,117.09599999999999,14.924000000000001,105.616
123,36047018300,7,13,3,0,3,"Census Tract 183, Kings County, New York",1268,0.061,0.129,0.151,0.121,0.165,0.098,0.275,77.348,163.572,191.468,153.428,209.22,124.26400000000001,348.70000000000005
124,36047018501,2,0,0,0,0,"Census Tract 185.01, Kings County, New York",1772,0.52,0.223,0.121,0.066,0.0,0.036000000000000004,0.034,921.44,395.156,214.412,116.95200000000001,0.0,63.79200000000001,60.248000000000005
125,36047018600,0,2,0,0,0,"Census Tract 186, Kings County, New York",690,0.16399999999999998,0.249,0.165,0.078,0.1,0.094,0.149,113.15999999999998,171.81,113.85000000000001,53.82,69.0,64.86,102.81
126,36047018700,2,4,0,0,0,"Census Tract 187, Kings County, New York",634,0.267,0.145,0.109,0.057,0.11800000000000001,0.054000000000000006,0.251,169.27800000000002,91.92999999999999,69.106,36.138,74.81200000000001,34.236000000000004,159.13400000000001
127,36047018800,0,0,0,0,3,"Census Tract 188, Kings County, New York",945,0.153,0.207,0.204,0.12,0.11599999999999999,0.081,0.11699999999999999,144.585,195.61499999999998,192.78,113.39999999999999,109.61999999999999,76.545,110.565
128,36047019000,4,1,0,0,3,"Census Tract 190, Kings County, New York",1483,0.275,0.299,0.162,0.09699999999999999,0.069,0.013000000000000001,0.084,407.82500000000005,443.417,240.246,143.85099999999997,102.32700000000001,19.279,124.572
129,36047019100,6,10,0,0,5,"Census Tract 191, Kings County, New York",1045,0.183,0.12300000000000001,0.10800000000000001,0.16699999999999998,0.07,0.055999999999999994,0.292,191.23499999999999,128.53500000000003,112.86000000000001,174.515,73.15,58.519999999999996,305.14
130,36047019200,0,1,0,0,1,"Census Tract 192, Kings County, New York",865,0.221,0.385,0.095,0.12,0.042,0.061,0.076,191.165,333.02500000000003,82.175,103.8,36.330000000000005,52.765,65.74
131,36047019300,4,4,0,0,1,"Census Tract 193, Kings County, New York",2221,0.225,0.203,0.20800000000000002,0.128,0.099,0.062,0.07400000000000001,499.725,450.86300000000006,461.968,284.288,219.87900000000002,137.702,164.354
132,36047019400,4,2,0,0,1,"Census Tract 194, Kings County, New York",1148,0.32799999999999996,0.188,0.16399999999999998,0.13699999999999998,0.081,0.015,0.08800000000000001,376.5439999999999,215.824,188.27199999999996,157.27599999999998,92.988,17.22,101.02400000000002
133,36047019500,4,4,0,0,2,"Census Tract 195, Kings County, New York",1839,0.136,0.17600000000000002,0.177,0.147,0.14400000000000002,0.069,0.151,250.104,323.66400000000004,325.503,270.33299999999997,264.81600000000003,126.891,277.68899999999996
134,36047019600,4,1,1,0,1,"Census Tract 196, Kings County, New York",1462,0.32899999999999996,0.28,0.163,0.107,0.07,0.015,0.036000000000000004,480.99799999999993,409.36,238.306,156.434,102.34,21.93,52.632000000000005
135,36047019700,4,5,0,0,1,"Census Tract 197, Kings County, New York",1717,0.20600000000000002,0.091,0.159,0.102,0.057999999999999996,0.061,0.32299999999999995,353.70200000000006,156.24699999999999,273.003,175.134,99.586,104.737,554.5909999999999
136,36047019800,4,0,0,0,0,"Census Tract 198, Kings County, New York",628,0.215,0.182,0.218,0.10800000000000001,0.057,0.022000000000000002,0.19699999999999998,135.02,114.29599999999999,136.904,67.82400000000001,35.796,13.816,123.716
137,36047019900,3,8,1,0,2,"Census Tract 199, Kings County, New York",1578,0.13699999999999998,0.12,0.14800000000000002,0.14400000000000002,0.11599999999999999,0.079,0.256,216.18599999999998,189.35999999999999,233.54400000000004,227.23200000000003,183.04799999999997,124.662,403.968
138,36047020000,3,2,0,0,2,"Census Tract 200, Kings County, New York",764,0.23399999999999999,0.188,0.17800000000000002,0.139,0.081,0.046,0.134,178.77599999999998,143.632,135.99200000000002,106.19600000000001,61.884,35.144,102.376
139,36047020100,4,7,3,0,2,"Census Tract 201, Kings County, New York",1660,0.1,0.10099999999999999,0.125,0.205,0.12,0.08199999999999999,0.267,166.0,167.66,207.5,340.29999999999995,199.2,136.11999999999998,443.22
140,36047020300,6,8,0,0,1,"Census Tract 203, Kings County, New York",666,0.132,0.11599999999999999,0.102,0.092,0.17,0.086,0.303,87.912,77.256,67.932,61.272,113.22000000000001,57.275999999999996,201.798
141,36047020500,5,11,2,0,6,"Census Tract 205, Kings County, New York",1359,0.12,0.146,0.155,0.139,0.10800000000000001,0.139,0.193,163.07999999999998,198.414,210.645,188.901,146.77200000000002,188.901,262.28700000000003
142,36047020600,3,0,0,0,1,"Census Tract 206, Kings County, New York",828,0.13,0.158,0.18600000000000003,0.141,0.139,0.087,0.158,107.64,130.824,154.008,116.74799999999999,115.09200000000001,72.036,130.824
143,36047020700,5,8,1,0,0,"Census Tract 207, Kings County, New York",2179,0.11699999999999999,0.155,0.06,0.111,0.111,0.126,0.321,254.94299999999998,337.745,130.74,241.869,241.869,274.554,699.4590000000001
144,36047020800,1,0,0,0,1,"Census Tract 208, Kings County, New York",977,0.24100000000000002,0.218,0.272,0.10300000000000001,0.05,0.043,0.073,235.45700000000002,212.986,265.744,100.63100000000001,48.85,42.010999999999996,71.321
145,36047021000,0,0,0,0,2,"Census Tract 210, Kings County, New York",1391,0.349,0.221,0.16,0.055999999999999994,0.09300000000000001,0.035,0.086,485.45899999999995,307.411,222.56,77.89599999999999,129.36300000000003,48.685,119.62599999999999
146,36047021100,3,2,0,0,2,"Census Tract 211, Kings County, New York",735,0.215,0.2,0.264,0.11,0.063,0.016,0.132,158.025,147.0,194.04000000000002,80.85,46.305,11.76,97.02000000000001
147,36047021200,3,7,1,0,4,"Census Tract 212, Kings County, New York",1427,0.309,0.24600000000000002,0.215,0.05,0.055,0.069,0.057,440.943,351.04200000000003,306.805,71.35000000000001,78.485,98.46300000000001,81.339
148,36047021300,3,1,0,0,2,"Census Tract 213, Kings County, New York",1949,0.321,0.226,0.145,0.08800000000000001,0.084,0.055,0.08199999999999999,625.629,440.474,282.60499999999996,171.51200000000003,163.716,107.19500000000001,159.81799999999998
149,36047021400,0,1,0,0,1,"Census Tract 214, Kings County, New York",534,0.281,0.182,0.225,0.075,0.124,0.036000000000000004,0.079,150.054,97.188,120.15,40.05,66.216,19.224000000000004,42.186
150,36047021500,5,5,0,0,3,"Census Tract 215, Kings County, New York",2452,0.225,0.182,0.121,0.084,0.062,0.055,0.27,551.7,446.264,296.692,205.96800000000002,152.024,134.86,662.0400000000001
151,36047021700,5,11,0,0,2,"Census Tract 217, Kings County, New York",1675,0.264,0.158,0.18899999999999997,0.08800000000000001,0.126,0.051,0.124,442.20000000000005,264.65,316.57499999999993,147.4,211.05,85.425,207.7
152,36047021800,1,2,0,0,0,"Census Tract 218, Kings County, New York",935,0.43,0.179,0.158,0.044000000000000004,0.065,0.037000000000000005,0.087,402.05,167.36499999999998,147.73,41.14,60.775,34.595000000000006,81.345
153,36047021900,6,5,0,0,1,"Census Tract 219, Kings County, New York",1526,0.242,0.172,0.17600000000000002,0.132,0.061,0.079,0.138,369.292,262.472,268.576,201.43200000000002,93.086,120.554,210.58800000000002
154,36047022000,1,2,1,0,2,"Census Tract 220, Kings County, New York",1295,0.41200000000000003,0.287,0.126,0.122,0.027000000000000003,0.008,0.018000000000000002,533.5400000000001,371.66499999999996,163.17,157.99,34.965,10.36,23.310000000000002
155,36047022100,0,5,0,0,3,"Census Tract 221, Kings County, New York",1641,0.21100000000000002,0.284,0.147,0.092,0.037000000000000005,0.048,0.182,346.25100000000003,466.044,241.22699999999998,150.972,60.717000000000006,78.768,298.662
156,36047022200,2,3,0,0,5,"Census Tract 222, Kings County, New York",1122,0.392,0.28800000000000003,0.168,0.077,0.012,0.006,0.057,439.824,323.136,188.496,86.394,13.464,6.732,63.954
157,36047022400,3,1,0,0,2,"Census Tract 224, Kings County, New York",1265,0.27699999999999997,0.32299999999999995,0.11900000000000001,0.073,0.079,0.068,0.061,350.405,408.5949999999999,150.53500000000003,92.345,99.935,86.02000000000001,77.16499999999999
158,36047022600,1,1,0,0,4,"Census Tract 226, Kings County, New York",579,0.268,0.252,0.19699999999999998,0.168,0.043,0.066,0.006999999999999999,155.172,145.908,114.06299999999999,97.272,24.897,38.214,4.053
159,36047022700,3,5,0,0,6,"Census Tract 227, Kings County, New York",1493,0.149,0.225,0.106,0.192,0.128,0.04,0.159,222.457,335.925,158.25799999999998,286.656,191.104,59.72,237.387
160,36047022800,0,1,0,0,4,"Census Tract 228, Kings County, New York",860,0.342,0.316,0.114,0.077,0.03,0.02,0.10099999999999999,294.12,271.76,98.04,66.22,25.8,17.2,86.86
161,36047022900,1,4,0,0,1,"Census Tract 229, Kings County, New York",1809,0.21899999999999997,0.155,0.172,0.114,0.102,0.071,0.16699999999999998,396.17099999999994,280.395,311.14799999999997,206.226,184.518,128.439,302.10299999999995
162,36047023000,2,1,2,0,1,"Census Tract 230, Kings County, New York",949,0.33399999999999996,0.24600000000000002,0.14300000000000002,0.066,0.091,0.021,0.099,316.96599999999995,233.45400000000004,135.70700000000002,62.634,86.359,19.929000000000002,93.95100000000001
163,36047023100,2,4,0,0,1,"Census Tract 231, Kings County, New York",1501,0.185,0.16899999999999998,0.16,0.127,0.078,0.07,0.212,277.685,253.66899999999998,240.16,190.627,117.078,105.07000000000001,318.212
164,36047023200,0,1,1,0,0,"Census Tract 232, Kings County, New York",1267,0.395,0.27699999999999997,0.096,0.091,0.1,0.018000000000000002,0.024,500.46500000000003,350.95899999999995,121.632,115.297,126.7,22.806,30.408
165,36047023300,9,8,0,0,3,"Census Tract 233, Kings County, New York",2058,0.34,0.235,0.138,0.07,0.053,0.027000000000000003,0.138,699.72,483.63,284.004,144.06,109.074,55.56600000000001,284.004
166,36047023400,2,0,0,0,3,"Census Tract 234, Kings County, New York",1231,0.446,0.20199999999999999,0.14400000000000002,0.09699999999999999,0.037000000000000005,0.006,0.069,549.026,248.66199999999998,177.264,119.40699999999998,45.547000000000004,7.386,84.93900000000001
167,36047023500,2,4,0,0,4,"Census Tract 235, Kings County, New York",1349,0.273,0.20800000000000002,0.138,0.11599999999999999,0.083,0.076,0.107,368.27700000000004,280.59200000000004,186.162,156.48399999999998,111.967,102.524,144.343
168,36047023600,2,2,0,0,0,"Census Tract 236, Kings County, New York",1538,0.509,0.22,0.154,0.046,0.035,0.012,0.023,782.842,338.36,236.852,70.748,53.830000000000005,18.456,35.374
169,36047023800,2,3,1,0,3,"Census Tract 238, Kings County, New York",1244,0.455,0.239,0.055,0.078,0.07,0.027000000000000003,0.076,566.02,297.316,68.42,97.032,87.08000000000001,33.588,94.544
170,36047024000,1,0,0,0,1,"Census Tract 240, Kings County, New York",1292,0.402,0.287,0.106,0.067,0.021,0.024,0.09300000000000001,519.384,370.804,136.952,86.56400000000001,27.132,31.008,120.15600000000002
171,36047024100,2,2,0,0,2,"Census Tract 241, Kings County, New York",983,0.28800000000000003,0.095,0.22,0.068,0.098,0.09300000000000001,0.139,283.10400000000004,93.385,216.26,66.84400000000001,96.334,91.41900000000001,136.637
172,36047024200,1,0,0,0,0,"Census Tract 242, Kings County, New York",760,0.242,0.188,0.172,0.11699999999999999,0.059000000000000004,0.018000000000000002,0.203,183.92,142.88,130.72,88.91999999999999,44.84,13.680000000000001,154.28
173,36047024300,1,2,0,0,3,"Census Tract 243, Kings County, New York",1611,0.299,0.16,0.136,0.099,0.094,0.047,0.16399999999999998,481.68899999999996,257.76,219.096,159.489,151.434,75.717,264.20399999999995
174,36047024400,1,0,0,0,1,"Census Tract 244, Kings County, New York",968,0.298,0.179,0.138,0.146,0.05,0.026000000000000002,0.16399999999999998,288.464,173.272,133.584,141.328,48.400000000000006,25.168000000000003,158.75199999999998
175,36047024500,10,8,0,0,5,"Census Tract 245, Kings County, New York",1714,0.149,0.221,0.187,0.188,0.065,0.064,0.126,255.386,378.794,320.518,322.232,111.41000000000001,109.696,215.964
176,36047024600,1,0,0,0,1,"Census Tract 246, Kings County, New York",919,0.29600000000000004,0.23199999999999998,0.138,0.084,0.06,0.067,0.12300000000000001,272.02400000000006,213.208,126.82200000000002,77.196,55.14,61.573,113.037
177,36047024700,3,7,0,0,7,"Census Tract 247, Kings County, New York",978,0.344,0.175,0.185,0.14,0.057999999999999996,0.013999999999999999,0.084,336.43199999999996,171.14999999999998,180.93,136.92000000000002,56.724,13.691999999999998,82.152
178,36047024800,3,3,0,0,2,"Census Tract 248, Kings County, New York",865,0.27699999999999997,0.215,0.162,0.12,0.07200000000000001,0.08800000000000001,0.066,239.60499999999996,185.975,140.13,103.8,62.28000000000001,76.12,57.09
179,36047024900,10,0,0,0,5,"Census Tract 249, Kings County, New York",1848,0.177,0.19899999999999998,0.204,0.136,0.08800000000000001,0.032,0.163,327.096,367.75199999999995,376.99199999999996,251.32800000000003,162.62400000000002,59.136,301.224
180,36047025000,0,0,0,0,1,"Census Tract 250, Kings County, New York",503,0.231,0.21899999999999997,0.24100000000000002,0.08900000000000001,0.026000000000000002,0.107,0.087,116.19300000000001,110.15699999999998,121.22300000000001,44.767,13.078000000000001,53.821,43.760999999999996
181,36047025100,2,3,0,0,3,"Census Tract 251, Kings County, New York",1425,0.42700000000000005,0.215,0.131,0.10400000000000001,0.033,0.035,0.055,608.475,306.375,186.675,148.20000000000002,47.025000000000006,49.87500000000001,78.375
182,36047025200,6,1,0,0,2,"Census Tract 252, Kings County, New York",1917,0.263,0.258,0.134,0.16399999999999998,0.08900000000000001,0.040999999999999995,0.051,504.17100000000005,494.586,256.87800000000004,314.388,170.61300000000003,78.597,97.767
183,36047025300,3,1,0,0,3,"Census Tract 253, Kings County, New York",1209,0.298,0.18600000000000003,0.153,0.075,0.031,0.09300000000000001,0.163,360.282,224.87400000000002,184.977,90.675,37.479,112.43700000000001,197.067
184,36047025400,4,3,0,0,3,"Census Tract 254, Kings County, New York",1209,0.345,0.18600000000000003,0.113,0.128,0.045,0.06,0.122,417.10499999999996,224.87400000000002,136.617,154.752,54.405,72.53999999999999,147.498
185,36047025600,3,2,0,0,3,"Census Tract 256, Kings County, New York",929,0.252,0.254,0.217,0.08199999999999999,0.08,0.026000000000000002,0.08900000000000001,234.108,235.966,201.593,76.178,74.32000000000001,24.154000000000003,82.68100000000001
186,36047025700,3,1,0,0,1,"Census Tract 257, Kings County, New York",647,0.33799999999999997,0.055999999999999994,0.19899999999999998,0.192,0.071,0.057,0.087,218.68599999999998,36.232,128.753,124.224,45.937,36.879,56.288999999999994
187,36047025800,1,2,0,0,1,"Census Tract 258, Kings County, New York",1534,0.348,0.19399999999999998,0.196,0.086,0.046,0.039,0.091,533.832,297.59599999999995,300.664,131.92399999999998,70.564,59.826,139.594
188,36047026000,3,2,0,0,2,"Census Tract 260, Kings County, New York",1114,0.254,0.266,0.16,0.145,0.039,0.039,0.09699999999999999,282.956,296.324,178.24,161.53,43.446,43.446,108.05799999999999
189,36047026100,2,3,0,0,1,"Census Tract 261, Kings County, New York",2103,0.35200000000000004,0.215,0.131,0.121,0.054000000000000006,0.055,0.07200000000000001,740.2560000000001,452.145,275.493,254.463,113.56200000000001,115.665,151.41600000000003
190,36047026200,2,1,0,0,0,"Census Tract 262, Kings County, New York",796,0.217,0.294,0.152,0.069,0.08800000000000001,0.040999999999999995,0.138,172.732,234.024,120.99199999999999,54.92400000000001,70.048,32.635999999999996,109.84800000000001
191,36047026300,1,0,0,0,0,"Census Tract 263, Kings County, New York",829,0.428,0.18600000000000003,0.135,0.064,0.077,0.036000000000000004,0.07400000000000001,354.812,154.19400000000002,111.915,53.056000000000004,63.833,29.844000000000005,61.34600000000001
192,36047026400,8,2,1,0,3,"Census Tract 264, Kings County, New York",1601,0.187,0.374,0.11599999999999999,0.125,0.07,0.048,0.081,299.387,598.774,185.71599999999998,200.125,112.07000000000001,76.848,129.681
193,36047026500,3,2,0,0,2,"Census Tract 265, Kings County, New York",1461,0.312,0.106,0.153,0.077,0.087,0.068,0.19699999999999998,455.832,154.86599999999999,223.533,112.497,127.10699999999999,99.34800000000001,287.81699999999995
194,36047026600,5,3,0,0,5,"Census Tract 266, Kings County, New York",1060,0.245,0.32299999999999995,0.095,0.14400000000000002,0.086,0.019,0.08800000000000001,259.7,342.37999999999994,100.7,152.64000000000001,91.16,20.14,93.28000000000002
195,36047026700,1,3,0,0,2,"Census Tract 267, Kings County, New York",1772,0.292,0.201,0.126,0.084,0.091,0.055999999999999994,0.151,517.424,356.172,223.272,148.848,161.252,99.23199999999999,267.572
196,36047026800,4,0,0,0,0,"Census Tract 268, Kings County, New York",1289,0.284,0.221,0.168,0.13699999999999998,0.054000000000000006,0.07,0.067,366.07599999999996,284.869,216.55200000000002,176.593,69.60600000000001,90.23,86.363
197,36047026900,6,3,0,0,1,"Census Tract 269, Kings County, New York",1225,0.313,0.11699999999999999,0.15,0.1,0.091,0.061,0.16899999999999998,383.425,143.325,183.75,122.5,111.475,74.725,207.02499999999998
198,36047027100,5,2,0,0,5,"Census Tract 271, Kings County, New York",1130,0.293,0.27899999999999997,0.126,0.033,0.068,0.084,0.11800000000000001,331.09,315.27,142.38,37.29,76.84,94.92,133.34
199,36047027300,3,1,0,0,1,"Census Tract 273, Kings County, New York",1276,0.318,0.218,0.14300000000000002,0.133,0.078,0.048,0.062,405.76800000000003,278.168,182.46800000000002,169.708,99.528,61.248000000000005,79.112
200,36047027400,1,0,0,0,1,"Census Tract 274, Kings County, New York",998,0.23199999999999998,0.268,0.109,0.11800000000000001,0.07,0.019,0.183,231.53599999999997,267.464,108.782,117.76400000000001,69.86000000000001,18.962,182.634
201,36047027500,2,8,0,0,2,"Census Tract 275, Kings County, New York",1666,0.203,0.11800000000000001,0.188,0.094,0.107,0.040999999999999995,0.247,338.19800000000004,196.58800000000002,313.208,156.604,178.262,68.306,411.502
202,36047027600,2,3,0,0,1,"Census Tract 276, Kings County, New York",1196,0.233,0.21600000000000003,0.14800000000000002,0.19699999999999998,0.002,0.054000000000000006,0.15,278.668,258.336,177.00800000000004,235.61199999999997,2.392,64.584,179.4
203,36047027700,1,2,0,0,0,"Census Tract 277, Kings County, New York",1685,0.341,0.28800000000000003,0.13,0.071,0.055,0.055,0.059000000000000004,574.585,485.28000000000003,219.05,119.63499999999999,92.675,92.675,99.415
204,36047027800,7,4,0,0,5,"Census Tract 278, Kings County, New York",1178,0.223,0.182,0.20600000000000002,0.107,0.048,0.102,0.132,262.694,214.396,242.668,126.04599999999999,56.544000000000004,120.15599999999999,155.496
205,36047027900,1,1,0,0,2,"Census Tract 279, Kings County, New York",1490,0.252,0.109,0.213,0.134,0.14,0.081,0.071,375.48,162.41,317.37,199.66000000000003,208.60000000000002,120.69,105.78999999999999
206,36047028000,1,1,0,0,0,"Census Tract 280, Kings County, New York",620,0.23199999999999998,0.177,0.182,0.111,0.113,0.035,0.14800000000000002,143.84,109.74,112.84,68.82000000000001,70.06,21.700000000000003,91.76000000000002
207,36047028100,3,2,0,0,6,"Census Tract 281, Kings County, New York",1784,0.441,0.23800000000000002,0.113,0.115,0.031,0.018000000000000002,0.044000000000000004,786.744,424.59200000000004,201.592,205.16,55.304,32.112,78.49600000000001
208,36047028200,0,6,0,0,2,"Census Tract 282, Kings County, New York",1243,0.24100000000000002,0.18,0.188,0.132,0.084,0.038,0.13699999999999998,299.56300000000005,223.73999999999998,233.684,164.07600000000002,104.412,47.234,170.29099999999997
209,36047028300,0,0,0,0,3,"Census Tract 283, Kings County, New York",1380,0.381,0.249,0.151,0.10400000000000001,0.045,0.051,0.019,525.78,343.62,208.38,143.52,62.099999999999994,70.38,26.22
210,36047028400,10,7,0,0,3,"Census Tract 284, Kings County, New York",1296,0.255,0.257,0.171,0.11699999999999999,0.055,0.079,0.067,330.48,333.072,221.616,151.632,71.28,102.384,86.83200000000001
211,36047028501,3,1,0,0,2,"Census Tract 285.01, Kings County, New York",116,0.0,0.207,0.034,0.466,0.052000000000000005,0.0,0.24100000000000002,0.0,24.012,3.9440000000000004,54.056000000000004,6.032000000000001,0.0,27.956000000000003
212,36047028600,3,3,0,0,7,"Census Tract 286, Kings County, New York",2021,0.396,0.16,0.209,0.111,0.027000000000000003,0.032,0.064,800.316,323.36,422.389,224.331,54.56700000000001,64.672,129.344
213,36047028700,10,6,0,0,12,"Census Tract 287, Kings County, New York",1180,0.415,0.24,0.095,0.079,0.079,0.023,0.069,489.7,283.2,112.1,93.22,93.22,27.14,81.42
214,36047028800,5,4,0,0,4,"Census Tract 288, Kings County, New York",1177,0.275,0.27399999999999997,0.027999999999999997,0.151,0.067,0.042,0.162,323.675,322.49799999999993,32.955999999999996,177.727,78.85900000000001,49.434000000000005,190.674
215,36047028900,4,2,0,0,2,"Census Tract 289, Kings County, New York",1337,0.307,0.193,0.162,0.159,0.067,0.05,0.063,410.459,258.041,216.594,212.583,89.57900000000001,66.85000000000001,84.231
216,36047029000,5,2,0,0,3,"Census Tract 290, Kings County, New York",1580,0.182,0.32299999999999995,0.182,0.087,0.066,0.065,0.094,287.56,510.3399999999999,287.56,137.45999999999998,104.28,102.7,148.52
217,36047029100,2,0,0,0,1,"Census Tract 291, Kings County, New York",1111,0.306,0.248,0.08199999999999999,0.13699999999999998,0.036000000000000004,0.066,0.125,339.966,275.528,91.10199999999999,152.207,39.996,73.32600000000001,138.875
218,36047029200,4,0,0,0,1,"Census Tract 292, Kings County, New York",950,0.27699999999999997,0.276,0.10800000000000001,0.094,0.096,0.04,0.109,263.15,262.20000000000005,102.60000000000001,89.3,91.2,38.0,103.55
219,36047029300,1,0,0,0,1,"Census Tract 293, Kings County, New York",1349,0.32799999999999996,0.24,0.09699999999999999,0.11900000000000001,0.064,0.055999999999999994,0.096,442.4719999999999,323.76,130.85299999999998,160.531,86.336,75.544,129.504
220,36047029400,2,2,0,0,1,"Census Tract 294, Kings County, New York",620,0.268,0.223,0.185,0.07400000000000001,0.171,0.005,0.07400000000000001,166.16,138.26,114.7,45.88000000000001,106.02000000000001,3.1,45.88000000000001
221,36047029500,6,3,1,0,5,"Census Tract 295, Kings County, New York",1622,0.242,0.203,0.10800000000000001,0.102,0.086,0.08,0.179,392.524,329.266,175.17600000000002,165.444,139.492,129.76,290.33799999999997
222,36047029600,3,3,0,0,2,"Census Tract 296, Kings County, New York",2013,0.22399999999999998,0.26899999999999996,0.136,0.132,0.08199999999999999,0.0,0.157,450.912,541.497,273.76800000000003,265.716,165.06599999999997,0.0,316.041
223,36047029700,1,5,0,0,1,"Census Tract 297, Kings County, New York",1632,0.239,0.187,0.156,0.08900000000000001,0.105,0.037000000000000005,0.18600000000000003,390.048,305.184,254.592,145.24800000000002,171.35999999999999,60.38400000000001,303.552
224,36047029800,6,3,0,0,5,"Census Tract 298, Kings County, New York",1326,0.179,0.218,0.21899999999999997,0.066,0.1,0.084,0.133,237.35399999999998,289.068,290.39399999999995,87.516,132.6,111.384,176.358
225,36047029900,1,1,0,0,4,"Census Tract 299, Kings County, New York",915,0.41200000000000003,0.275,0.073,0.105,0.083,0.023,0.027999999999999997,376.98,251.62500000000003,66.795,96.075,75.94500000000001,21.044999999999998,25.619999999999997
226,36047030000,5,4,0,0,1,"Census Tract 300, Kings County, New York",1312,0.278,0.22,0.131,0.114,0.073,0.061,0.12300000000000001,364.73600000000005,288.64,171.872,149.568,95.776,80.032,161.376
227,36047030100,1,2,0,0,1,"Census Tract 301, Kings County, New York",1035,0.32899999999999996,0.19399999999999998,0.141,0.11199999999999999,0.028999999999999998,0.08900000000000001,0.105,340.51499999999993,200.78999999999996,145.93499999999997,115.91999999999999,30.014999999999997,92.11500000000001,108.675
228,36047030200,0,0,0,0,1,"Census Tract 302, Kings County, New York",1553,0.177,0.29,0.124,0.147,0.09,0.073,0.1,274.881,450.36999999999995,192.572,228.291,139.76999999999998,113.369,155.3
229,36047030300,0,0,0,0,1,"Census Tract 303, Kings County, New York",1768,0.436,0.231,0.11900000000000001,0.11800000000000001,0.021,0.018000000000000002,0.057999999999999996,770.848,408.408,210.39200000000002,208.62400000000002,37.128,31.824000000000005,102.544
230,36047030400,0,1,1,0,2,"Census Tract 304, Kings County, New York",1572,0.303,0.256,0.16699999999999998,0.087,0.079,0.045,0.063,476.316,402.432,262.52399999999994,136.76399999999998,124.188,70.74,99.036
231,36047030500,3,10,0,0,6,"Census Tract 305, Kings County, New York",2813,0.209,0.146,0.175,0.163,0.084,0.106,0.11699999999999999,587.917,410.698,492.275,458.519,236.292,298.178,329.121
232,36047030600,1,0,0,0,1,"Census Tract 306, Kings County, New York",626,0.29100000000000004,0.268,0.054000000000000006,0.139,0.065,0.091,0.091,182.16600000000003,167.768,33.804,87.01400000000001,40.690000000000005,56.966,56.966
233,36047030700,3,1,0,0,0,"Census Tract 307, Kings County, New York",2199,0.618,0.188,0.091,0.019,0.057999999999999996,0.005,0.021,1358.982,413.412,200.10899999999998,41.781,127.54199999999999,10.995000000000001,46.179
234,36047030800,3,0,0,0,0,"Census Tract 308, Kings County, New York",746,0.21600000000000003,0.298,0.161,0.121,0.064,0.044000000000000004,0.09699999999999999,161.13600000000002,222.308,120.10600000000001,90.26599999999999,47.744,32.824000000000005,72.362
235,36047030900,1,5,0,0,1,"Census Tract 309, Kings County, New York",752,0.368,0.31,0.122,0.068,0.0,0.07200000000000001,0.06,276.736,233.12,91.744,51.136,0.0,54.144000000000005,45.12
