ID,Geography,Households,0-25k,25k-50k,50k-75k,75k-100k,100k-125k,125k-150k,> 150k
36047112000,"Census Tract 1120, Kings County, New York",1070,544,207,104,67,98,30,20
36047112200,"Census Tract 1122, Kings County, New York",1196,482,317,189,101,19,48,40
36047112400,"Census Tract 1124, Kings County, New York",1235,445,181,227,79,58,86,159
36047112600,"Census Tract 1126, Kings County, New York",1341,597,236,230,137,80,17,44
36047112800,"Census Tract 1128, Kings County, New York",1477,636,261,265,115,90,47,63
36047113000,"Census Tract 1130, Kings County, New York",1482,549,423,217,107,87,47,52
36047113200,"Census Tract 1132, Kings County, New York",611,170,98,98,49,45,68,83
36047113400,"Census Tract 1134, Kings County, New York",908,525,217,79,43,25,13,6
36047114201,"Census Tract 1142.01, Kings County, New York",530,194,103,78,49,36,37,33
36047114202,"Census Tract 1142.02, Kings County, New York",898,206,263,161,142,27,23,76
36047114400,"Census Tract 1144, Kings County, New York",702,329,131,120,31,27,0,64
36047114600,"Census Tract 1146, Kings County, New York",1003,308,268,167,114,39,39,68
36047115000,"Census Tract 1150, Kings County, New York",892,260,225,155,108,63,50,31
36047115200,"Census Tract 1152, Kings County, New York",997,379,241,117,124,49,30,57
36047115600,"Census Tract 1156, Kings County, New York",1605,965,298,171,81,21,50,19
36047115800,"Census Tract 1158, Kings County, New York",948,292,177,129,171,62,32,85
36047116000,"Census Tract 1160, Kings County, New York",922,413,196,164,42,59,22,26
36047116200,"Census Tract 1162, Kings County, New York",774,238,255,101,67,44,13,56
36047116400,"Census Tract 1164, Kings County, New York",1000,269,211,177,136,76,36,95
36047116600,"Census Tract 1166, Kings County, New York",964,234,322,153,114,42,26,73
36047116800,"Census Tract 1168, Kings County, New York",594,164,92,202,84,9,24,19
36047117000,"Census Tract 1170, Kings County, New York",499,174,133,95,54,38,0,5
36047117201,"Census Tract 1172.01, Kings County, New York",746,211,116,185,90,35,63,46
36047117202,"Census Tract 1172.02, Kings County, New York",1153,257,318,279,139,61,19,80
36047117400,"Census Tract 1174, Kings County, New York",1139,252,208,257,203,58,91,70
36047117601,"Census Tract 1176.01, Kings County, New York",893,252,214,209,87,35,28,68
36047117602,"Census Tract 1176.02, Kings County, New York",953,316,248,212,98,38,0,41
36047117800,"Census Tract 1178, Kings County, New York",485,178,86,88,38,26,50,19
36047118000,"Census Tract 1180, Kings County, New York",0,0,0,0,0,0,0,0
36047118201,"Census Tract 1182.01, Kings County, New York",899,267,209,161,90,88,32,52
36047118202,"Census Tract 1182.02, Kings County, New York",947,234,226,192,108,59,24,104
36047118400,"Census Tract 1184, Kings County, New York",1454,469,197,419,155,87,84,43
36047118600,"Census Tract 1186, Kings County, New York",742,224,172,132,94,60,31,29
36047118800,"Census Tract 1188, Kings County, New York",1401,413,303,290,158,96,59,82
36047119000,"Census Tract 1190, Kings County, New York",711,241,175,168,58,22,32,15
36047119200,"Census Tract 1192, Kings County, New York",1073,394,200,177,162,64,42,34
36047119400,"Census Tract 1194, Kings County, New York",1187,471,306,155,122,31,66,36
36047119600,"Census Tract 1196, Kings County, New York",1779,742,405,184,219,101,10,118
36047119800,"Census Tract 1198, Kings County, New York",1005,449,208,131,64,36,63,54
36047120000,"Census Tract 1200, Kings County, New York",736,241,216,104,72,51,45,7
36047120200,"Census Tract 1202, Kings County, New York",527,217,123,76,9,10,51,41
36047120800,"Census Tract 1208, Kings County, New York",3314,1045,1072,438,315,232,47,165
36047121000,"Census Tract 1210, Kings County, New York",1525,854,347,193,16,27,5,83
36047121400,"Census Tract 1214, Kings County, New York",1659,969,422,134,76,0,30,28
36047122000,"Census Tract 1220, Kings County, New York",2163,643,539,220,247,217,0,297
36047123700,"Census Tract 1237, Kings County, New York",1279,471,411,92,115,86,56,48
36047150200,"Census Tract 1502, Kings County, New York",1007,55,141,109,156,108,70,368
36047152200,"Census Tract 1522, Kings County, New York",1090,166,96,164,144,68,69,383
36047990100,"Census Tract 9901, Kings County, New York",0,0,0,0,0,0,0,0
