ID,Geography,Households,0-25k,25k-50k,50k-75k,75k-100k,100k-125k,125k-150k,> 150k
36047031100,"Census Tract 311, Kings County, New York",1157,0.327,0.169,0.162,0.159,0.023,0.061,0.098
36047031300,"Census Tract 313, Kings County, New York",2280,0.339,0.221,0.175,0.118,0.060,0.041,0.047
36047031400,"Census Tract 314, Kings County, New York",2032,0.227,0.231,0.156,0.091,0.085,0.088,0.123
36047031500,"Census Tract 315, Kings County, New York",2347,0.304,0.134,0.216,0.094,0.105,0.031,0.116
36047031701,"Census Tract 317.01, Kings County, New York",1345,0.264,0.188,0.158,0.114,0.122,0.069,0.084
36047031702,"Census Tract 317.02, Kings County, New York",1430,0.154,0.206,0.246,0.122,0.076,0.076,0.120
36047031900,"Census Tract 319, Kings County, New York",1373,0.238,0.312,0.243,0.070,0.071,0.022,0.044
36047032100,"Census Tract 321, Kings County, New York",2108,0.274,0.203,0.146,0.185,0.079,0.028,0.086
36047032300,"Census Tract 323, Kings County, New York",1446,0.216,0.142,0.193,0.169,0.099,0.086,0.095
36047032500,"Census Tract 325, Kings County, New York",2570,0.232,0.265,0.216,0.119,0.093,0.032,0.044
36047032600,"Census Tract 326, Kings County, New York",2323,0.523,0.215,0.109,0.056,0.095,0.000,0.002
36047032700,"Census Tract 327, Kings County, New York",1276,0.254,0.275,0.075,0.157,0.085,0.053,0.100
36047032800,"Census Tract 328, Kings County, New York",911,0.263,0.195,0.207,0.169,0.089,0.037,0.038
36047032900,"Census Tract 329, Kings County, New York",2322,0.303,0.235,0.170,0.099,0.071,0.053,0.069
36047033000,"Census Tract 330, Kings County, New York",1795,0.477,0.219,0.160,0.033,0.012,0.027,0.071
36047033100,"Census Tract 331, Kings County, New York",1510,0.299,0.268,0.193,0.065,0.075,0.030,0.070
36047033300,"Census Tract 333, Kings County, New York",1310,0.281,0.220,0.282,0.091,0.073,0.037,0.017
36047033500,"Census Tract 335, Kings County, New York",813,0.245,0.280,0.166,0.091,0.081,0.014,0.123
36047033600,"Census Tract 336, Kings County, New York",1452,0.215,0.107,0.165,0.102,0.120,0.081,0.211
36047033700,"Census Tract 337, Kings County, New York",1311,0.196,0.216,0.186,0.087,0.089,0.026,0.200
36047033900,"Census Tract 339, Kings County, New York",1933,0.395,0.171,0.201,0.068,0.063,0.051,0.051
36047034000,"Census Tract 340, Kings County, New York",652,0.571,0.247,0.107,0.035,0.040,0.000,0.000
36047034100,"Census Tract 341, Kings County, New York",1071,0.261,0.226,0.176,0.113,0.101,0.065,0.058
36047034200,"Census Tract 342, Kings County, New York",2827,0.623,0.249,0.090,0.015,0.004,0.007,0.011
36047034300,"Census Tract 343, Kings County, New York",2023,0.481,0.217,0.124,0.056,0.057,0.037,0.027
36047034500,"Census Tract 345, Kings County, New York",1112,0.313,0.273,0.087,0.118,0.000,0.155,0.054
36047034700,"Census Tract 347, Kings County, New York",1586,0.428,0.192,0.161,0.066,0.066,0.059,0.027
36047034800,"Census Tract 348, Kings County, New York",783,0.272,0.199,0.163,0.171,0.137,0.024,0.033
36047034900,"Census Tract 349, Kings County, New York",2184,0.347,0.314,0.159,0.094,0.038,0.028,0.020
36047035000,"Census Tract 350, Kings County, New York",1505,0.408,0.239,0.213,0.080,0.028,0.007,0.026
36047035100,"Census Tract 351, Kings County, New York",1652,0.432,0.198,0.162,0.094,0.071,0.004,0.038
36047035200,"Census Tract 352, Kings County, New York",493,0.836,0.073,0.049,0.043,0.000,0.000,0.000
36047035300,"Census Tract 353, Kings County, New York",2018,0.292,0.234,0.169,0.130,0.067,0.038,0.069
36047035400,"Census Tract 354, Kings County, New York",2702,0.308,0.221,0.111,0.187,0.048,0.030,0.095
36047035500,"Census Tract 355, Kings County, New York",2031,0.321,0.219,0.230,0.124,0.044,0.032,0.030
36047035601,"Census Tract 356.01, Kings County, New York",1460,0.403,0.175,0.204,0.066,0.047,0.038,0.067
36047035602,"Census Tract 356.02, Kings County, New York",2734,0.415,0.212,0.121,0.088,0.068,0.044,0.052
36047035700,"Census Tract 357, Kings County, New York",972,0.480,0.296,0.104,0.050,0.020,0.000,0.049
36047035900,"Census Tract 359, Kings County, New York",2184,0.435,0.380,0.041,0.088,0.017,0.038,0.000
36047036001,"Census Tract 360.01, Kings County, New York",1661,0.518,0.158,0.143,0.034,0.038,0.019,0.089
36047036002,"Census Tract 360.02, Kings County, New York",2119,0.599,0.124,0.097,0.101,0.032,0.023,0.025
36047036100,"Census Tract 361, Kings County, New York",1126,0.415,0.312,0.175,0.058,0.025,0.014,0.002
36047036200,"Census Tract 362, Kings County, New York",1234,0.415,0.196,0.177,0.085,0.006,0.023,0.099
36047036300,"Census Tract 363, Kings County, New York",1695,0.437,0.286,0.090,0.037,0.099,0.033,0.018
36047036400,"Census Tract 364, Kings County, New York",883,0.404,0.083,0.200,0.094,0.089,0.017,0.112
36047036501,"Census Tract 365.01, Kings County, New York",1230,0.363,0.328,0.153,0.084,0.038,0.023,0.011
36047036502,"Census Tract 365.02, Kings County, New York",445,0.308,0.297,0.207,0.108,0.043,0.000,0.038
36047036600,"Census Tract 366, Kings County, New York",1463,0.292,0.308,0.145,0.045,0.081,0.024,0.106
36047036700,"Census Tract 367, Kings County, New York",503,0.326,0.163,0.280,0.060,0.083,0.000,0.087
36047036900,"Census Tract 369, Kings County, New York",1991,0.374,0.255,0.218,0.061,0.037,0.015,0.040
36047037000,"Census Tract 370, Kings County, New York",1587,0.150,0.261,0.156,0.112,0.054,0.097,0.170
36047037100,"Census Tract 371, Kings County, New York",1586,0.305,0.182,0.227,0.117,0.049,0.066,0.054
36047037300,"Census Tract 373, Kings County, New York",1625,0.425,0.271,0.103,0.059,0.073,0.017,0.052
36047037401,"Census Tract 374.01, Kings County, New York",1860,0.275,0.240,0.156,0.096,0.047,0.053,0.133
36047037402,"Census Tract 374.02, Kings County, New York",2071,0.436,0.194,0.118,0.078,0.068,0.044,0.062
36047037500,"Census Tract 375, Kings County, New York",1142,0.304,0.282,0.158,0.097,0.080,0.064,0.015
36047037700,"Census Tract 377, Kings County, New York",1603,0.332,0.197,0.080,0.118,0.092,0.014,0.166
36047037900,"Census Tract 379, Kings County, New York",1477,0.371,0.180,0.155,0.123,0.059,0.054,0.058
36047038100,"Census Tract 381, Kings County, New York",2062,0.407,0.206,0.127,0.093,0.057,0.041,0.069
36047038200,"Census Tract 382, Kings County, New York",2134,0.619,0.159,0.116,0.051,0.005,0.019,0.031
36047038300,"Census Tract 383, Kings County, New York",1654,0.248,0.158,0.198,0.087,0.102,0.056,0.151
36047038500,"Census Tract 385, Kings County, New York",1273,0.281,0.163,0.141,0.156,0.121,0.053,0.086
36047038600,"Census Tract 386, Kings County, New York",1118,0.190,0.291,0.112,0.179,0.114,0.034,0.081
36047038700,"Census Tract 387, Kings County, New York",1447,0.216,0.299,0.133,0.071,0.064,0.120,0.096
36047038800,"Census Tract 388, Kings County, New York",1442,0.200,0.198,0.117,0.205,0.097,0.058,0.124
36047038900,"Census Tract 389, Kings County, New York",1109,0.269,0.195,0.170,0.058,0.132,0.037,0.140
36047039000,"Census Tract 390, Kings County, New York",746,0.253,0.166,0.150,0.106,0.099,0.087,0.138
36047039100,"Census Tract 391, Kings County, New York",1137,0.358,0.172,0.151,0.156,0.076,0.032,0.055
36047039200,"Census Tract 392, Kings County, New York",999,0.353,0.191,0.180,0.086,0.109,0.032,0.048
36047039300,"Census Tract 393, Kings County, New York",1341,0.322,0.110,0.196,0.110,0.072,0.054,0.136
36047039400,"Census Tract 394, Kings County, New York",703,0.235,0.255,0.195,0.131,0.037,0.048,0.100
36047039500,"Census Tract 395, Kings County, New York",1262,0.322,0.204,0.116,0.116,0.097,0.057,0.090
36047039600,"Census Tract 396, Kings County, New York",700,0.243,0.360,0.061,0.097,0.099,0.027,0.113
36047039700,"Census Tract 397, Kings County, New York",1291,0.349,0.299,0.104,0.040,0.060,0.038,0.110
36047039800,"Census Tract 398, Kings County, New York",858,0.233,0.247,0.111,0.169,0.054,0.068,0.119
36047039900,"Census Tract 399, Kings County, New York",1417,0.349,0.204,0.167,0.122,0.091,0.033,0.035
36047040000,"Census Tract 400, Kings County, New York",1085,0.271,0.197,0.226,0.101,0.066,0.019,0.119
36047040100,"Census Tract 401, Kings County, New York",1164,0.250,0.288,0.227,0.054,0.072,0.055,0.054
36047040200,"Census Tract 402, Kings County, New York",948,0.290,0.191,0.117,0.171,0.069,0.080,0.082
36047040300,"Census Tract 403, Kings County, New York",1315,0.341,0.217,0.128,0.096,0.062,0.049,0.108
36047040400,"Census Tract 404, Kings County, New York",831,0.262,0.214,0.206,0.078,0.085,0.019,0.135
36047040500,"Census Tract 405, Kings County, New York",600,0.307,0.140,0.260,0.207,0.025,0.000,0.062
36047040600,"Census Tract 406, Kings County, New York",1157,0.334,0.257,0.143,0.085,0.061,0.036,0.086
36047040700,"Census Tract 407, Kings County, New York",0,,,,,,,
36047040800,"Census Tract 408, Kings County, New York",1031,0.233,0.177,0.115,0.260,0.082,0.039,0.094
36047040900,"Census Tract 409, Kings County, New York",1291,0.335,0.191,0.223,0.069,0.105,0.033,0.045
36047041000,"Census Tract 410, Kings County, New York",717,0.321,0.156,0.216,0.079,0.061,0.042,0.124
36047041100,"Census Tract 411, Kings County, New York",1109,0.433,0.161,0.104,0.127,0.060,0.032,0.084
36047041200,"Census Tract 412, Kings County, New York",997,0.320,0.178,0.142,0.059,0.095,0.015,0.191
36047041300,"Census Tract 413, Kings County, New York",1350,0.350,0.249,0.117,0.094,0.093,0.047,0.050
36047041401,"Census Tract 414.01, Kings County, New York",519,0.224,0.227,0.231,0.048,0.083,0.056,0.131
36047041402,"Census Tract 414.02, Kings County, New York",680,0.237,0.296,0.121,0.050,0.082,0.006,0.209
36047041500,"Census Tract 415, Kings County, New York",1285,0.239,0.206,0.210,0.107,0.102,0.078,0.058
36047041600,"Census Tract 416, Kings County, New York",693,0.395,0.127,0.229,0.072,0.105,0.007,0.063
36047041700,"Census Tract 417, Kings County, New York",1288,0.417,0.283,0.190,0.061,0.022,0.008,0.019
36047041800,"Census Tract 418, Kings County, New York",801,0.401,0.201,0.174,0.066,0.080,0.010,0.069
36047041900,"Census Tract 419, Kings County, New York",1239,0.370,0.224,0.221,0.069,0.057,0.031,0.028
36047042000,"Census Tract 420, Kings County, New York",516,0.258,0.215,0.099,0.141,0.172,0.000,0.114
36047042100,"Census Tract 421, Kings County, New York",1372,0.392,0.158,0.109,0.167,0.102,0.036,0.035
36047042200,"Census Tract 422, Kings County, New York",1041,0.186,0.259,0.139,0.129,0.094,0.052,0.140
36047042300,"Census Tract 423, Kings County, New York",1350,0.253,0.187,0.150,0.185,0.089,0.047,0.089
36047042400,"Census Tract 424, Kings County, New York",1297,0.251,0.252,0.134,0.042,0.114,0.066,0.141
36047042500,"Census Tract 425, Kings County, New York",1078,0.152,0.278,0.155,0.109,0.089,0.113,0.103
36047042600,"Census Tract 426, Kings County, New York",1471,0.345,0.164,0.158,0.105,0.108,0.044,0.076
36047042700,"Census Tract 427, Kings County, New York",1794,0.296,0.188,0.118,0.173,0.062,0.047,0.114
36047042800,"Census Tract 428, Kings County, New York",1484,0.257,0.231,0.158,0.076,0.106,0.069,0.103
36047042900,"Census Tract 429, Kings County, New York",1731,0.254,0.252,0.164,0.106,0.078,0.027,0.118
36047043000,"Census Tract 430, Kings County, New York",1272,0.338,0.292,0.159,0.122,0.047,0.013,0.029
36047043100,"Census Tract 431, Kings County, New York",1694,0.255,0.178,0.187,0.150,0.089,0.060,0.081
36047043200,"Census Tract 432, Kings County, New York",1541,0.279,0.221,0.221,0.071,0.085,0.034,0.089
36047043300,"Census Tract 433, Kings County, New York",1414,0.440,0.207,0.176,0.071,0.049,0.035,0.023
36047043400,"Census Tract 434, Kings County, New York",1216,0.231,0.232,0.211,0.138,0.035,0.012,0.141
36047043500,"Census Tract 435, Kings County, New York",1479,0.242,0.256,0.141,0.105,0.071,0.089,0.096
36047043600,"Census Tract 436, Kings County, New York",1563,0.298,0.226,0.186,0.111,0.067,0.049,0.064
36047043700,"Census Tract 437, Kings County, New York",1778,0.263,0.257,0.206,0.040,0.059,0.079,0.096
36047043800,"Census Tract 438, Kings County, New York",928,0.366,0.184,0.192,0.059,0.067,0.012,0.120
36047043900,"Census Tract 439, Kings County, New York",1292,0.327,0.164,0.129,0.147,0.028,0.067,0.138
36047044000,"Census Tract 440, Kings County, New York",935,0.296,0.222,0.142,0.095,0.042,0.053,0.149
36047044100,"Census Tract 441, Kings County, New York",1870,0.281,0.203,0.155,0.176,0.058,0.043,0.085
36047044200,"Census Tract 442, Kings County, New York",898,0.219,0.157,0.156,0.056,0.092,0.060,0.259
36047044300,"Census Tract 443, Kings County, New York",1913,0.342,0.152,0.166,0.055,0.196,0.034,0.056
36047044400,"Census Tract 444, Kings County, New York",1228,0.261,0.284,0.134,0.110,0.087,0.016,0.107
36047044500,"Census Tract 445, Kings County, New York",1659,0.210,0.216,0.227,0.094,0.115,0.061,0.077
36047044600,"Census Tract 446, Kings County, New York",657,0.262,0.196,0.122,0.116,0.129,0.055,0.120
36047044700,"Census Tract 447, Kings County, New York",788,0.204,0.296,0.184,0.034,0.074,0.069,0.140
36047044800,"Census Tract 448, Kings County, New York",681,0.302,0.160,0.117,0.101,0.101,0.053,0.164
36047044900,"Census Tract 449, Kings County, New York",1126,0.472,0.181,0.120,0.096,0.077,0.032,0.021
36047045000,"Census Tract 450, Kings County, New York",154,0.305,0.234,0.130,0.026,0.026,0.058,0.221
36047045200,"Census Tract 452, Kings County, New York",865,0.184,0.120,0.193,0.150,0.112,0.055,0.185
36047045300,"Census Tract 453, Kings County, New York",664,0.331,0.142,0.098,0.125,0.078,0.077,0.149
36047045400,"Census Tract 454, Kings County, New York",582,0.287,0.177,0.162,0.084,0.015,0.015,0.259
36047045600,"Census Tract 456, Kings County, New York",805,0.399,0.256,0.137,0.017,0.073,0.006,0.112
36047045800,"Census Tract 458, Kings County, New York",531,0.145,0.200,0.179,0.094,0.089,0.000,0.294
36047046000,"Census Tract 460, Kings County, New York",1230,0.344,0.147,0.126,0.139,0.083,0.045,0.116
36047046201,"Census Tract 462.01, Kings County, New York",1050,0.508,0.079,0.118,0.125,0.087,0.016,0.068
36047046202,"Census Tract 462.02, Kings County, New York",584,0.166,0.301,0.125,0.086,0.130,0.031,0.161
36047046400,"Census Tract 464, Kings County, New York",663,0.241,0.237,0.183,0.087,0.078,0.069,0.104
36047046800,"Census Tract 468, Kings County, New York",511,0.243,0.315,0.102,0.043,0.149,0.084,0.065
36047047000,"Census Tract 470, Kings County, New York",681,0.266,0.261,0.211,0.048,0.043,0.032,0.138
36047047200,"Census Tract 472, Kings County, New York",667,0.288,0.177,0.154,0.099,0.066,0.079,0.136
36047047400,"Census Tract 474, Kings County, New York",720,0.238,0.249,0.172,0.074,0.063,0.103,0.103
36047047600,"Census Tract 476, Kings County, New York",939,0.344,0.282,0.113,0.072,0.085,0.009,0.095
36047047700,"Census Tract 477, Kings County, New York",1718,0.116,0.093,0.113,0.168,0.103,0.120,0.288
36047047800,"Census Tract 478, Kings County, New York",1105,0.260,0.312,0.103,0.117,0.063,0.077,0.068
36047048000,"Census Tract 480, Kings County, New York",1085,0.371,0.288,0.076,0.057,0.073,0.044,0.090
36047048100,"Census Tract 481, Kings County, New York",1308,0.219,0.122,0.131,0.148,0.108,0.094,0.179
36047048200,"Census Tract 482, Kings County, New York",1823,0.279,0.312,0.199,0.088,0.030,0.037,0.055
36047048400,"Census Tract 484, Kings County, New York",1639,0.270,0.228,0.212,0.113,0.072,0.013,0.093
36047048500,"Census Tract 485, Kings County, New York",933,0.121,0.170,0.118,0.108,0.138,0.104,0.240
36047048600,"Census Tract 486, Kings County, New York",912,0.263,0.260,0.168,0.117,0.071,0.029,0.092
36047048800,"Census Tract 488, Kings County, New York",1386,0.226,0.299,0.147,0.092,0.100,0.026,0.110
36047048900,"Census Tract 489, Kings County, New York",1543,0.649,0.196,0.093,0.025,0.013,0.020,0.005
36047049000,"Census Tract 490, Kings County, New York",2102,0.254,0.216,0.152,0.112,0.103,0.089,0.074
36047049100,"Census Tract 491, Kings County, New York",2723,0.367,0.269,0.135,0.099,0.052,0.037,0.041
36047049200,"Census Tract 492, Kings County, New York",1112,0.286,0.259,0.189,0.083,0.066,0.031,0.086
36047049300,"Census Tract 493, Kings County, New York",3317,0.445,0.197,0.152,0.084,0.017,0.037,0.068
36047049400,"Census Tract 494, Kings County, New York",2030,0.315,0.179,0.107,0.126,0.095,0.065,0.113
36047049500,"Census Tract 495, Kings County, New York",1233,0.214,0.156,0.121,0.083,0.129,0.028,0.270
36047049600,"Census Tract 496, Kings County, New York",1434,0.162,0.158,0.191,0.169,0.133,0.082,0.105
36047049700,"Census Tract 497, Kings County, New York",1448,0.157,0.142,0.161,0.140,0.084,0.066,0.251
36047049800,"Census Tract 498, Kings County, New York",1613,0.163,0.204,0.114,0.224,0.113,0.062,0.120
36047049900,"Census Tract 499, Kings County, New York",878,0.129,0.116,0.239,0.145,0.079,0.040,0.253
36047050000,"Census Tract 500, Kings County, New York",1461,0.094,0.121,0.168,0.187,0.070,0.101,0.257
36047050100,"Census Tract 501, Kings County, New York",1420,0.162,0.092,0.156,0.103,0.163,0.056,0.268
36047050202,"Census Tract 502.02, Kings County, New York",1075,0.127,0.118,0.144,0.138,0.076,0.100,0.297
36047050300,"Census Tract 503, Kings County, New York",1250,0.184,0.134,0.105,0.177,0.113,0.168,0.119
36047050400,"Census Tract 504, Kings County, New York",1954,0.188,0.154,0.109,0.144,0.190,0.052,0.163
36047050500,"Census Tract 505, Kings County, New York",1929,0.408,0.210,0.110,0.104,0.068,0.029,0.071
36047050600,"Census Tract 506, Kings County, New York",1974,0.289,0.194,0.187,0.124,0.093,0.027,0.086
36047050700,"Census Tract 507, Kings County, New York",545,0.356,0.246,0.211,0.114,0.020,0.031,0.022
36047050801,"Census Tract 508.01, Kings County, New York",1320,0.255,0.259,0.165,0.148,0.076,0.042,0.055
36047050803,"Census Tract 508.03, Kings County, New York",920,0.286,0.245,0.214,0.122,0.030,0.055,0.048
36047050804,"Census Tract 508.04, Kings County, New York",2476,0.226,0.249,0.211,0.178,0.067,0.020,0.048
36047050900,"Census Tract 509, Kings County, New York",725,0.327,0.328,0.098,0.050,0.052,0.046,0.099
36047051001,"Census Tract 510.01, Kings County, New York",1476,0.236,0.244,0.266,0.072,0.035,0.062,0.085
36047051002,"Census Tract 510.02, Kings County, New York",1793,0.249,0.263,0.267,0.080,0.028,0.069,0.044
36047051100,"Census Tract 511, Kings County, New York",1920,0.423,0.160,0.090,0.074,0.038,0.055,0.159
36047051200,"Census Tract 512, Kings County, New York",2325,0.328,0.225,0.180,0.094,0.075,0.035,0.064
36047051300,"Census Tract 513, Kings County, New York",2147,0.149,0.188,0.141,0.054,0.102,0.051,0.316
36047051400,"Census Tract 514, Kings County, New York",2756,0.203,0.324,0.146,0.119,0.064,0.046,0.098
36047051500,"Census Tract 515, Kings County, New York",1002,0.042,0.097,0.109,0.077,0.160,0.076,0.440
36047051601,"Census Tract 516.01, Kings County, New York",1930,0.220,0.236,0.211,0.180,0.125,0.010,0.018
36047051602,"Census Tract 516.02, Kings County, New York",1372,0.277,0.170,0.206,0.164,0.074,0.041,0.069
36047051700,"Census Tract 517, Kings County, New York",1348,0.129,0.143,0.054,0.122,0.150,0.099,0.303
36047051800,"Census Tract 518, Kings County, New York",1427,0.191,0.233,0.204,0.081,0.054,0.027,0.212
36047051900,"Census Tract 519, Kings County, New York",2608,0.168,0.062,0.062,0.158,0.065,0.087,0.399
36047052000,"Census Tract 520, Kings County, New York",1507,0.227,0.206,0.151,0.107,0.113,0.028,0.168
36047052300,"Census Tract 523, Kings County, New York",2354,0.311,0.246,0.108,0.102,0.085,0.048,0.099
36047052500,"Census Tract 525, Kings County, New York",1122,0.416,0.234,0.096,0.108,0.015,0.069,0.062
36047052600,"Census Tract 526, Kings County, New York",1787,0.180,0.184,0.223,0.157,0.106,0.045,0.106
36047052700,"Census Tract 527, Kings County, New York",2382,0.290,0.195,0.195,0.127,0.062,0.046,0.086
36047052800,"Census Tract 528, Kings County, New York",654,0.128,0.199,0.128,0.104,0.090,0.063,0.287
36047052900,"Census Tract 529, Kings County, New York",957,0.349,0.248,0.188,0.067,0.065,0.020,0.064
36047053000,"Census Tract 530, Kings County, New York",1141,0.300,0.287,0.122,0.087,0.045,0.059,0.101
36047053100,"Census Tract 531, Kings County, New York",1684,0.409,0.200,0.185,0.042,0.032,0.045,0.088
36047053200,"Census Tract 532, Kings County, New York",996,0.226,0.189,0.169,0.136,0.085,0.040,0.156
36047053300,"Census Tract 533, Kings County, New York",1741,0.489,0.207,0.147,0.075,0.026,0.013,0.043
36047053400,"Census Tract 534, Kings County, New York",1316,0.441,0.172,0.097,0.090,0.096,0.030,0.074
36047053500,"Census Tract 535, Kings County, New York",1052,0.443,0.369,0.099,0.039,0.033,0.017,0.000
36047053700,"Census Tract 537, Kings County, New York",668,0.347,0.326,0.151,0.117,0.046,0.000,0.012
36047053800,"Census Tract 538, Kings County, New York",1990,0.435,0.228,0.172,0.070,0.041,0.013,0.041
36047053900,"Census Tract 539, Kings County, New York",825,0.531,0.178,0.120,0.044,0.062,0.016,0.050
36047054200,"Census Tract 542, Kings County, New York",1599,0.339,0.196,0.123,0.120,0.081,0.049,0.092
36047054300,"Census Tract 543, Kings County, New York",150,0.033,0.120,0.027,0.227,0.060,0.120,0.413
36047054400,"Census Tract 544, Kings County, New York",1240,0.338,0.165,0.162,0.073,0.086,0.080,0.095
36047054500,"Census Tract 545, Kings County, New York",2371,0.588,0.186,0.089,0.074,0.000,0.007,0.056
36047054600,"Census Tract 546, Kings County, New York",1846,0.314,0.190,0.211,0.069,0.092,0.037,0.088
36047054700,"Census Tract 547, Kings County, New York",1551,0.318,0.249,0.100,0.051,0.139,0.037,0.106
36047054800,"Census Tract 548, Kings County, New York",739,0.210,0.234,0.129,0.110,0.058,0.069,0.191
36047054900,"Census Tract 549, Kings County, New York",1513,0.169,0.150,0.120,0.123,0.061,0.068,0.309
36047055000,"Census Tract 550, Kings County, New York",1395,0.262,0.129,0.259,0.108,0.123,0.040,0.080
36047055100,"Census Tract 551, Kings County, New York",2265,0.126,0.204,0.170,0.156,0.079,0.068,0.196
36047055200,"Census Tract 552, Kings County, New York",1419,0.260,0.235,0.142,0.147,0.075,0.013,0.128
36047055300,"Census Tract 553, Kings County, New York",1407,0.159,0.137,0.096,0.111,0.098,0.077,0.322
36047055400,"Census Tract 554, Kings County, New York",1625,0.287,0.215,0.180,0.088,0.090,0.027,0.113
36047055500,"Census Tract 555, Kings County, New York",3114,0.100,0.118,0.093,0.056,0.098,0.104,0.431
36047055600,"Census Tract 556, Kings County, New York",1263,0.172,0.252,0.127,0.099,0.136,0.018,0.196
36047055700,"Census Tract 557, Kings County, New York",1049,0.156,0.187,0.088,0.138,0.067,0.084,0.280
36047055800,"Census Tract 558, Kings County, New York",885,0.295,0.180,0.154,0.119,0.073,0.034,0.146
36047056000,"Census Tract 560, Kings County, New York",1399,0.216,0.269,0.162,0.080,0.127,0.058,0.089
36047056100,"Census Tract 561, Kings County, New York",1591,0.166,0.176,0.110,0.141,0.112,0.101,0.194
36047056200,"Census Tract 562, Kings County, New York",564,0.204,0.243,0.128,0.094,0.023,0.050,0.259
36047056300,"Census Tract 563, Kings County, New York",2250,0.285,0.114,0.130,0.116,0.084,0.084,0.186
36047056400,"Census Tract 564, Kings County, New York",973,0.132,0.176,0.134,0.108,0.125,0.084,0.242
36047056500,"Census Tract 565, Kings County, New York",1555,0.158,0.132,0.109,0.104,0.159,0.078,0.260
36047056600,"Census Tract 566, Kings County, New York",997,0.145,0.170,0.234,0.127,0.092,0.104,0.127
36047056800,"Census Tract 568, Kings County, New York",547,0.082,0.192,0.144,0.190,0.154,0.060,0.177
36047056900,"Census Tract 569, Kings County, New York",789,0.163,0.138,0.170,0.080,0.127,0.065,0.257
36047057000,"Census Tract 570, Kings County, New York",1443,0.173,0.267,0.168,0.080,0.088,0.069,0.154
36047057100,"Census Tract 571, Kings County, New York",2000,0.247,0.151,0.167,0.173,0.053,0.084,0.127
36047057200,"Census Tract 572, Kings County, New York",2307,0.649,0.241,0.007,0.086,0.014,0.000,0.003
36047057300,"Census Tract 573, Kings County, New York",1071,0.218,0.102,0.132,0.105,0.125,0.082,0.237
36047057400,"Census Tract 574, Kings County, New York",1018,0.194,0.108,0.129,0.117,0.128,0.067,0.258
36047057500,"Census Tract 575, Kings County, New York",2112,0.205,0.135,0.174,0.179,0.081,0.080,0.146
36047057600,"Census Tract 576, Kings County, New York",1043,0.126,0.122,0.243,0.172,0.068,0.063,0.207
36047057800,"Census Tract 578, Kings County, New York",1076,0.224,0.273,0.149,0.117,0.097,0.035,0.105
36047057900,"Census Tract 579, Kings County, New York",494,0.300,0.190,0.107,0.166,0.045,0.121,0.071
36047058000,"Census Tract 580, Kings County, New York",1307,0.374,0.162,0.151,0.106,0.095,0.060,0.050
36047058200,"Census Tract 582, Kings County, New York",944,0.229,0.272,0.149,0.070,0.218,0.042,0.019
36047058400,"Census Tract 584, Kings County, New York",1414,0.306,0.173,0.152,0.089,0.078,0.087,0.115
36047058600,"Census Tract 586, Kings County, New York",800,0.184,0.198,0.179,0.179,0.051,0.091,0.119
36047058800,"Census Tract 588, Kings County, New York",1442,0.211,0.160,0.170,0.114,0.132,0.066,0.147
36047058900,"Census Tract 589, Kings County, New York",794,0.082,0.183,0.199,0.149,0.178,0.079,0.131
36047059000,"Census Tract 590, Kings County, New York",614,0.238,0.285,0.080,0.086,0.122,0.029,0.160
36047059100,"Census Tract 591, Kings County, New York",1853,0.167,0.102,0.154,0.111,0.143,0.131,0.192
36047059200,"Census Tract 592, Kings County, New York",1721,0.278,0.162,0.131,0.102,0.150,0.078,0.099
36047059300,"Census Tract 593, Kings County, New York",836,0.206,0.172,0.172,0.153,0.108,0.075,0.114
36047059401,"Census Tract 594.01, Kings County, New York",3059,0.277,0.181,0.158,0.094,0.093,0.101,0.095
36047059402,"Census Tract 594.02, Kings County, New York",2068,0.166,0.185,0.182,0.121,0.092,0.079,0.174
36047059600,"Census Tract 596, Kings County, New York",1142,0.251,0.235,0.104,0.072,0.105,0.145,0.088
36047059800,"Census Tract 598, Kings County, New York",1259,0.251,0.199,0.097,0.121,0.070,0.058,0.205
36047060000,"Census Tract 600, Kings County, New York",2674,0.197,0.238,0.164,0.144,0.073,0.048,0.135
36047060600,"Census Tract 606, Kings County, New York",1128,0.330,0.164,0.209,0.160,0.068,0.018,0.051
36047060800,"Census Tract 608, Kings County, New York",1574,0.239,0.246,0.166,0.100,0.126,0.014,0.109
36047061002,"Census Tract 610.02, Kings County, New York",1997,0.197,0.145,0.229,0.038,0.067,0.047,0.277
36047061003,"Census Tract 610.03, Kings County, New York",524,0.265,0.198,0.242,0.086,0.073,0.031,0.105
36047061004,"Census Tract 610.04, Kings County, New York",3089,0.507,0.193,0.139,0.054,0.029,0.032,0.046
36047061200,"Census Tract 612, Kings County, New York",389,0.147,0.113,0.208,0.041,0.095,0.095,0.301
36047061600,"Census Tract 616, Kings County, New York",491,0.171,0.147,0.165,0.047,0.086,0.092,0.293
36047062000,"Census Tract 620, Kings County, New York",716,0.075,0.101,0.043,0.120,0.204,0.059,0.398
36047062200,"Census Tract 622, Kings County, New York",1224,0.187,0.153,0.271,0.057,0.085,0.061,0.185
36047062600,"Census Tract 626, Kings County, New York",1092,0.203,0.266,0.243,0.117,0.051,0.059,0.060
36047062800,"Census Tract 628, Kings County, New York",1832,0.160,0.156,0.215,0.132,0.117,0.085,0.135
