"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
36047037000,36,047,037000,80.9,1.2476,3
36047037100,36,047,037100,74.6,1.7738,3
36047037300,36,047,037300,73.1,1.5037,3
36047037401,36,047,037401,81.6,1.3096,3
36047037402,36,047,037402,84.2,2.4686,3
36047037500,36,047,037500,75.1,2.1652,3
36047037700,36,047,037700,77.8,1.1335,2
36047037900,36,047,037900,74.2,3.1101,1
36047038100,36,047,038100,77.3,2.093,1
36047038200,36,047,038200,81.4,2.7323,1
36047038300,36,047,038300,79.9,1.83,3
36047038500,36,047,038500,76,1.3889,3
36047038600,36,047,038600,81.5,2.1874,3
36047038700,36,047,038700,76.8,1.6,2
36047038800,36,047,038800,84.7,2.5793,3
36047038900,36,047,038900,79.8,2.8006,2
36047039000,36,047,039000,82.6,1.5934,3
36047039100,36,047,039100,80.5,2.5871,3
36047039200,36,047,039200,80.5,1.7458,3
36047039300,36,047,039300,79.2,2.3769,2
36047039400,36,047,039400,79.8,2.0609,3
36047039500,36,047,039500,76.8,1.2465,2
36047039600,36,047,039600,79.8,1.5206,3
36047039700,36,047,039700,76.8,1.7429,2
36047039800,36,047,039800,86.9,3.2091,3
36047039900,36,047,039900,76.1,1.7529,1
36047040000,36,047,040000,81.4,1.6913,3
36047040100,36,047,040100,77,1.3671,3
36047040200,36,047,040200,86,2.8342,3
36047040300,36,047,040300,76.8,1.6862,2
36047040400,36,047,040400,82.3,3.0262,3
36047040500,36,047,040500,76.5,2.2595,3
36047040800,36,047,040800,81.5,1.5193,3
36047040900,36,047,040900,76.5,2.8928,3
36047041000,36,047,041000,80.4,1.7164,3
36047041100,36,047,041100,80.3,2.7786,3
36047041200,36,047,041200,80.8,1.7462,3
36047041300,36,047,041300,80.4,2.4115,3
36047041401,36,047,041401,84.1,3.5707,3
36047041402,36,047,041402,80.3,1.918,3
36047041500,36,047,041500,74.7,2.0122,3
36047041600,36,047,041600,86.9,3.4406,3
36047041700,36,047,041700,79.3,2.5705,3
36047041800,36,047,041800,80.6,1.6237,3
36047041900,36,047,041900,77.4,2.5733,3
36047042000,36,047,042000,82.7,2.4788,3
36047042100,36,047,042100,76.8,1.5873,2
36047042200,36,047,042200,81,1.4662,3
36047042300,36,047,042300,77.4,1.2131,2
36047042400,36,047,042400,83.9,2.8563,3
36047042600,36,047,042600,86.5,2.8937,3
36047042700,36,047,042700,77.4,3.0337,2
36047042800,36,047,042800,85.2,2.196,3
36047042900,36,047,042900,76.4,2.5233,3
36047043000,36,047,043000,80.6,2.1203,3
36047043100,36,047,043100,80.2,3.8989,3
36047043200,36,047,043200,88,2.3927,3
36047043300,36,047,043300,77.4,1.4823,2
36047043400,36,047,043400,81.3,1.8402,3
36047043500,36,047,043500,84.1,3.6733,3
36047043600,36,047,043600,84.9,2.2445,3
36047043700,36,047,043700,82.4,3.6506,3
36047043800,36,047,043800,80.1,1.0863,3
36047043900,36,047,043900,84.1,3.4023,3
36047044000,36,047,044000,82.7,1.6504,3
36047044100,36,047,044100,84.3,2.3611,3
36047044200,36,047,044200,84.8,1.8713,3
36047044300,36,047,044300,78.3,1.8754,3
36047044400,36,047,044400,82.1,1.6783,3
36047044500,36,047,044500,78.8,1.4083,2
36047044600,36,047,044600,80.9,1.0756,2
36047044700,36,047,044700,81.2,2.9233,2
36047044800,36,047,044800,82,1.9368,3
36047044900,36,047,044900,78.2,2.2934,3
36047045200,36,047,045200,84.3,1.7475,3
36047045400,36,047,045400,80.1,2.1131,3
36047045600,36,047,045600,84.4,2.4383,3
36047045800,36,047,045800,85.6,2.9407,3
36047046000,36,047,046000,82,1.3089,3
36047046201,36,047,046201,87.1,2.5629,3
36047046202,36,047,046202,81.2,1.1616,2
36047046400,36,047,046400,82.8,3.152,3
36047046800,36,047,046800,79.6,2.8151,3
36047047000,36,047,047000,88.2,2.6814,3
36047047200,36,047,047200,84.2,2.1334,3
36047047400,36,047,047400,81.2,1.5614,3
36047047600,36,047,047600,81.8,1.4257,3
36047047700,36,047,047700,82,3.0356,3
36047047800,36,047,047800,83.6,3.0361,3
36047048000,36,047,048000,82.1,2.4247,3
36047048100,36,047,048100,82.1,2.8932,3
36047048200,36,047,048200,80.5,1.566,3
36047048400,36,047,048400,80.4,1.6005,3
36047048500,36,047,048500,75.2,3.1714,3
36047048600,36,047,048600,79.4,1.7723,3
36047048800,36,047,048800,82.5,1.8299,3
36047048900,36,047,048900,77.2,3.0893,3
36047049000,36,047,049000,78.8,1.6654,3
36047049100,36,047,049100,81.9,1.6826,3
36047049200,36,047,049200,79.8,1.5851,2
36047049300,36,047,049300,77.6,1.9033,3
36047049400,36,047,049400,79,1.042,3
36047049500,36,047,049500,78.1,2.6898,3
36047049600,36,047,049600,80.8,1.5866,3
36047049700,36,047,049700,80.2,2.5237,3
36047049800,36,047,049800,86.3,2.3941,3
36047049900,36,047,049900,77.4,2.3639,3
36047050000,36,047,050000,81.7,1.6318,3
36047050100,36,047,050100,83,2.525,3
36047050202,36,047,050202,81.3,2.6114,3
36047050300,36,047,050300,80.9,2.6735,3
36047050400,36,047,050400,81.6,1.7798,2
36047050500,36,047,050500,77.9,1.3457,2
36047050600,36,047,050600,80.8,2.4011,3
36047050801,36,047,050801,76.4,1.9967,3
36047050803,36,047,050803,75.2,2.0237,2
36047050804,36,047,050804,79.2,2.0285,2
36047051001,36,047,051001,76.5,1.6112,3
36047051002,36,047,051002,78.3,1.5138,2
36047051100,36,047,051100,78.9,1.9228,3
36047051200,36,047,051200,81.6,3.9707,3
36047051300,36,047,051300,80.4,1.7638,2
36047051400,36,047,051400,78.3,1.4114,3
36047051500,36,047,051500,77.2,3.0431,3
36047051601,36,047,051601,76.8,1.4612,2
36047051602,36,047,051602,75.4,1.8695,3
36047051700,36,047,051700,82.6,2.8828,2
36047051800,36,047,051800,82.4,2.4037,3
36047051900,36,047,051900,81.8,1.9507,2
36047052000,36,047,052000,84.3,2.3667,3
36047052300,36,047,052300,82.2,3.1958,3
36047052500,36,047,052500,82.1,2.4951,3
36047052600,36,047,052600,78.5,1.2347,3
36047052700,36,047,052700,78.8,2.5426,3
36047052800,36,047,052800,81.6,1.129,2
36047052900,36,047,052900,77.2,1.7163,2
36047053000,36,047,053000,80.8,2.2932,3
36047053100,36,047,053100,83,3.7468,3
36047053200,36,047,053200,80.7,1.1143,2
36047053300,36,047,053300,83.2,2.1697,3
36047053400,36,047,053400,78,1.1647,3
36047053500,36,047,053500,80.7,2.0617,3
36047053700,36,047,053700,73.9,2.1992,3
36047053800,36,047,053800,84,1.7643,3
36047053900,36,047,053900,74.5,1.1033,2
36047054200,36,047,054200,84.3,1.907,3
36047054400,36,047,054400,86.6,2.304,3
36047054500,36,047,054500,79,1.7049,3
36047054600,36,047,054600,81.2,1.5149,3
36047054700,36,047,054700,77,3.2832,2
36047054800,36,047,054800,88.6,3.5871,3
36047055000,36,047,055000,80.7,1.6555,3
36047055100,36,047,055100,81.7,3.3815,2
36047055200,36,047,055200,81.5,1.4402,3
36047055300,36,047,055300,79.1,2.1223,3
36047055400,36,047,055400,82.2,1.55,3
36047055600,36,047,055600,81.3,1.54,3
36047055700,36,047,055700,81,2.4589,3
36047055800,36,047,055800,81,1.8167,3
36047056000,36,047,056000,79.9,1.2601,3
36047056100,36,047,056100,78.3,1.8921,3
36047056200,36,047,056200,81.1,2.4091,2
36047056300,36,047,056300,83.9,3.2967,3
36047056400,36,047,056400,79.3,1.3892,3
36047056500,36,047,056500,83,3.8034,3
36047056600,36,047,056600,81.1,1.4446,3
36047056800,36,047,056800,82.5,2.1901,3
36047056900,36,047,056900,82.6,1.7709,2
36047057000,36,047,057000,80.8,1.0592,3
36047057100,36,047,057100,77.7,1.7176,3
36047057200,36,047,057200,76.8,1.2265,2
36047057300,36,047,057300,80.3,3.1361,3
36047057400,36,047,057400,82.2,1.6831,3
36047057500,36,047,057500,77.6,2.3712,3
36047057600,36,047,057600,86.7,2.8075,3
36047057800,36,047,057800,85.4,3.2843,3
36047058000,36,047,058000,81.7,1.6727,3
36047058200,36,047,058200,77.9,1.864,3
36047058400,36,047,058400,80.2,1.7205,3
36047058600,36,047,058600,87.9,3.6231,3
36047058800,36,047,058800,82.9,1.7855,3
36047058900,36,047,058900,82.5,3.2162,3
36047059000,36,047,059000,80.3,1.5765,3
36047059100,36,047,059100,78.8,1.5453,3
36047059200,36,047,059200,78.9,0.7804,2
36047059300,36,047,059300,79.7,2.5595,3
36047059401,36,047,059401,79.8,1.2618,3
36047059402,36,047,059402,81.5,0.7952,2
36047059600,36,047,059600,78.5,1.8896,3
36047059800,36,047,059800,79.7,1.6291,3
36047060000,36,047,060000,84.4,1.8915,3
36047060600,36,047,060600,82,1.8955,3
36047060800,36,047,060800,77.6,1.0556,3
36047061002,36,047,061002,81.4,2.0288,3
36047061003,36,047,061003,80.6,1.8436,2
36047061004,36,047,061004,81.8,1.2428,3
36047061200,36,047,061200,81.1,1.4368,2
36047061600,36,047,061600,80.1,1.9497,3
36047062000,36,047,062000,84.7,2.0731,3
36047062200,36,047,062200,78.1,1.7724,3
36047062600,36,047,062600,77.8,1.5839,3
36047062800,36,047,062800,78.8,1.6544,3
36047063600,36,047,063600,82.6,1.2739,2
36047063800,36,047,063800,82.7,2.0555,3
36047064000,36,047,064000,85.6,2.5359,3
36047064200,36,047,064200,87,2.7806,3
36047064400,36,047,064400,82.8,3.0834,3
36047064600,36,047,064600,83.5,3.9362,3
36047064800,36,047,064800,78.6,1.6274,2
36047065200,36,047,065200,83.3,3.3829,3
36047065400,36,047,065400,80.9,1.307,2
36047065600,36,047,065600,79.5,1.3651,3
36047065800,36,047,065800,85.6,2.8836,3
36047066000,36,047,066000,82,2.144,3
36047066200,36,047,066200,82.9,2.1005,3
36047067000,36,047,067000,80.4,2.025,3
36047067200,36,047,067200,78.5,3.4682,3
36047067400,36,047,067400,79.8,1.418,2
36047067600,36,047,067600,78.6,1.3892,2
36047067800,36,047,067800,82.1,2.3643,3
36047068000,36,047,068000,78.9,2.0435,3
36047068200,36,047,068200,83.5,2.7989,3
36047068600,36,047,068600,80.9,1.9931,3
36047068800,36,047,068800,80.3,2.85,3
36047069000,36,047,069000,78.6,2.0864,2
36047069200,36,047,069200,79.8,1.7928,2
36047069601,36,047,069601,84.6,2.9444,3
36047069602,36,047,069602,87.2,3.8036,3
36047069800,36,047,069800,76.8,1.7627,3
36047070000,36,047,070000,80.8,2.4829,3
36047070201,36,047,070201,85.3,1.9162,3
36047070600,36,047,070600,82.7,1.7474,3
36047072000,36,047,072000,78.1,1.3562,2
36047072200,36,047,072200,86.6,3.3942,3
36047072400,36,047,072400,79.3,1.6132,2
36047072600,36,047,072600,79.8,2.4358,2
36047072800,36,047,072800,78.6,1.0009,2
36047073000,36,047,073000,83.9,2.873,3
36047073200,36,047,073200,78.6,1.1832,2
36047073400,36,047,073400,79.8,1.4888,2
36047073600,36,047,073600,77.7,1.9577,1
36047073800,36,047,073800,79.6,1.873,3
36047074000,36,047,074000,77.8,1.294,2
36047074200,36,047,074200,85.2,3.4048,3
36047074400,36,047,074400,82.7,2.1981,3
36047074600,36,047,074600,86.7,3.9948,3
36047074800,36,047,074800,82.2,3.0271,3
36047075000,36,047,075000,82.3,1.7997,3
36047075200,36,047,075200,86.2,3.2625,3
36047075400,36,047,075400,79.6,2.2379,3
36047075600,36,047,075600,81.4,1.7819,3
36047075800,36,047,075800,81.5,1.1188,2
36047076000,36,047,076000,79.1,1.482,3
36047076200,36,047,076200,84.8,2.0163,3
36047076400,36,047,076400,89.2,3.903,3
36047076600,36,047,076600,77.8,1.48,2
36047076800,36,047,076800,82.7,1.6886,3
36047077000,36,047,077000,77.8,1.6862,2
36047077200,36,047,077200,80.3,1.2912,2
36047077400,36,047,077400,78.7,2.535,3
36047077600,36,047,077600,82.3,2.2789,3
36047078000,36,047,078000,81.5,2.6323,3
36047078200,36,047,078200,76.1,1.2243,2
36047078400,36,047,078400,79.8,1.2784,2
36047078600,36,047,078600,80.1,1.8521,3
36047078800,36,047,078800,80.2,3.2293,3
36047079000,36,047,079000,84.2,3.3386,3
36047079200,36,047,079200,80.2,3.0963,3
36047079601,36,047,079601,77.8,1.6089,2
36047079602,36,047,079602,76.7,1.4281,2
36047079801,36,047,079801,81.2,3.6479,3
36047079802,36,047,079802,82.7,3.7603,3
36047080000,36,047,080000,84.2,2.7436,3
36047080200,36,047,080200,82.5,2.3503,3
36047080400,36,047,080400,83.5,3.8793,3
36047080600,36,047,080600,82.8,3.8898,3
36047081000,36,047,081000,81.8,2.39,3
36047081400,36,047,081400,77.1,1.2779,2
36047081600,36,047,081600,79.4,1.6938,3
36047081800,36,047,081800,77.8,1.2411,2
36047082000,36,047,082000,81.9,2.5787,3
36047082200,36,047,082200,78.3,1.9881,1
36047082400,36,047,082400,81.8,3.1557,3
36047082600,36,047,082600,83.5,2.9887,3
36047082800,36,047,082800,80.9,3.6556,3
36047083000,36,047,083000,76.4,1.2697,3
36047083200,36,047,083200,84.8,3.5802,3
36047083400,36,047,083400,79.3,1.3773,2
36047083600,36,047,083600,78.1,1.2319,2
36047083800,36,047,083800,79.3,1.5263,2
36047084000,36,047,084000,78.7,2.4374,3
36047084600,36,047,084600,78.1,1.1499,2
36047084800,36,047,084800,78.1,1.277,2
36047085000,36,047,085000,80.7,2.8306,3
36047085400,36,047,085400,78.6,2.9409,3
36047085600,36,047,085600,82.3,2.6299,3
36047085800,36,047,085800,84,3.2631,3
36047086200,36,047,086200,80.4,3.638,3
36047086400,36,047,086400,78.1,1.2263,2
36047086600,36,047,086600,76.1,1.2116,2
36047086800,36,047,086800,80.8,2.5929,3
36047087000,36,047,087000,74.5,1.1189,2
36047087200,36,047,087200,83,3.5862,3
36047087401,36,047,087401,76.6,1.5513,3
36047087600,36,047,087600,80.8,3.8657,3
36047087800,36,047,087800,75.5,2.419,1
36047088000,36,047,088000,77.3,1.1501,2
36047088200,36,047,088200,76.1,1.4559,2
36047088400,36,047,088400,73.1,1.0839,2
36047088600,36,047,088600,75.5,1.0643,2
36047088800,36,047,088800,82.7,2.8749,3
36047089000,36,047,089000,78.2,1.9276,1
36047089200,36,047,089200,79.7,3.5868,3
36047089400,36,047,089400,75.2,1.5519,2
36047089600,36,047,089600,77.8,3.0147,3
36047089800,36,047,089800,73.8,2.2053,2
36047090000,36,047,090000,73.8,1.6281,1
36047090200,36,047,090200,76.2,2.3794,1
36047090600,36,047,090600,70.5,1.4175,1
36047090800,36,047,090800,75.6,1.7542,2
36047091000,36,047,091000,70.6,1.552,3
36047091200,36,047,091200,71,1.2882,3
36047091600,36,047,091600,73.8,1.1966,2
36047091800,36,047,091800,77.9,2.2459,3
36047092000,36,047,092000,75.2,1.319,2
36047092200,36,047,092200,79.8,2.2483,3
36047092400,36,047,092400,73,2.5518,3
36047092800,36,047,092800,78.9,2.5708,3
36047093000,36,047,093000,83.5,3.4974,3
36047093200,36,047,093200,78.4,3.2577,2
36047093400,36,047,093400,83.8,3.8157,3
36047093600,36,047,093600,79.3,1.278,2
36047093800,36,047,093800,74.5,1.0431,2
36047094401,36,047,094401,78.1,1.5166,2
36047094600,36,047,094600,77.1,1.4218,2
36047095000,36,047,095000,78.1,1.3263,2
36047095400,36,047,095400,78.1,1.5596,2
36047095600,36,047,095600,84.9,3.8136,3
36047095800,36,047,095800,77.1,1.2589,2
36047096200,36,047,096200,77.3,3.5291,3
36047096400,36,047,096400,79.8,2.3681,3
36047096600,36,047,096600,77.6,1.1683,2
36047096800,36,047,096800,77.8,1.451,2
36047097400,36,047,097400,73,1.7762,3
36047098200,36,047,098200,72,1.6484,3
36047098400,36,047,098400,79.3,1.6638,2
36047098600,36,047,098600,84.4,3.2265,3
36047098800,36,047,098800,75.4,1.5926,3
36047099000,36,047,099000,79.8,2.695,3
36047099200,36,047,099200,78.6,1.2453,2
36047099400,36,047,099400,78.1,2.048,2
36047099600,36,047,099600,78.1,1.3942,2
36047099800,36,047,099800,83.1,2.9539,3
36047100400,36,047,100400,81.5,2.4352,3
36047100600,36,047,100600,81.4,3.7836,3
36047100800,36,047,100800,78.2,2.2162,3
36047101000,36,047,101000,77.7,3.9342,3
36047101200,36,047,101200,79.2,2.0095,3
36047101400,36,047,101400,81.1,2.1526,3
36047101600,36,047,101600,88.3,3.9807,3
36047102000,36,047,102000,80.4,2.3621,3
36047102400,36,047,102400,77.8,1.6708,2
36047102600,36,047,102600,79.1,2.2034,3
36047102800,36,047,102800,81.2,3.1936,3
36047103400,36,047,103400,72,1.3045,3
36047105804,36,047,105804,76.3,1.3607,3
36047107800,36,047,107800,77.1,1.9443,3
36047109800,36,047,109800,77.8,2.4129,2
36047110400,36,047,110400,75.5,1.19,2
36047110600,36,047,110600,71.7,1.2193,3
36047111000,36,047,111000,74.3,2.6857,1
36047111600,36,047,111600,74.5,1.9198,1
36047111800,36,047,111800,75.6,2.4731,2
36047112000,36,047,112000,81,3.8915,3
36047112200,36,047,112200,75.6,1.9327,2
36047112400,36,047,112400,75.7,3.112,1
36047112800,36,047,112800,76.8,1.3148,2
36047113000,36,047,113000,75.6,1.874,2
36047113200,36,047,113200,76.9,3.231,3
36047113400,36,047,113400,75.6,2.149,2
36047114201,36,047,114201,77.4,2.0704,3
36047114202,36,047,114202,77.1,1.7436,2
36047114400,36,047,114400,74,2.0842,3
36047114600,36,047,114600,81.8,3.1433,3
36047115000,36,047,115000,77.1,2.0722,2
36047115200,36,047,115200,75.7,1.9145,3
36047115600,36,047,115600,70.6,1.9993,1
36047115800,36,047,115800,81.1,3.7411,3
36047116000,36,047,116000,74.8,2.5703,3
36047116200,36,047,116200,76.2,2.1219,3
36047116400,36,047,116400,75.6,1.2069,2
36047116600,36,047,116600,73.6,1.5604,3
36047116800,36,047,116800,74.4,2.9821,3
36047117201,36,047,117201,83.4,3.9114,3
36047117202,36,047,117202,76.5,2.5799,3
36047117400,36,047,117400,77.1,1.7386,2
36047117601,36,047,117601,81.5,2.8777,3
36047117602,36,047,117602,78.1,2.2146,3
36047117800,36,047,117800,76.8,2.0719,2
36047118201,36,047,118201,77.5,2.3716,3
36047118202,36,047,118202,78.6,2.1141,3
36047118400,36,047,118400,79.3,2.2559,3
36047118600,36,047,118600,80.4,2.6517,3
36047118800,36,047,118800,75.6,1.6312,2
36047119200,36,047,119200,75.6,1.4018,2
36047119400,36,047,119400,76.8,1.6993,2
36047119600,36,047,119600,75.6,1.4174,2
36047119800,36,047,119800,71.4,1.6631,1
36047120000,36,047,120000,74.6,2.8583,3
36047120800,36,047,120800,79.9,2.2778,3
36047121000,36,047,121000,75.6,1.2835,2
36047121400,36,047,121400,72.6,2.1295,1
36047122000,36,047,122000,75.5,1.8763,2
36047123700,36,047,123700,73.7,3.3804,3
36047150200,36,047,150200,80.3,2.1332,3
36047152200,36,047,152200,86.9,3.4191,3
36061000201,36,061,000201,77.4,1.4034,2
36061000202,36,061,000202,79.5,1.2631,3
36061000600,36,061,000600,84.3,1.9314,1
36061001001,36,061,001001,81.8,0.9759,2
36061001002,36,061,001002,75.6,1.0248,2
36061001200,36,061,001200,88.9,2.4736,3
36061001401,36,061,001401,83.6,1.5559,3
36061001402,36,061,001402,80,1.5838,3
36061001501,36,061,001501,84,1.5938,3
36061001502,36,061,001502,81.8,3.2296,2
36061001600,36,061,001600,93.6,3.7672,3
36061001800,36,061,001800,79.2,1.1626,2
36061002000,36,061,002000,77.3,2.0406,1
36061002201,36,061,002201,82.4,1.7375,3
36061002400,36,061,002400,79.4,2.5628,3
36061002500,36,061,002500,77.1,1.6431,3
36061002601,36,061,002601,76.8,1.915,3
36061002602,36,061,002602,78.6,1.6601,3
36061002700,36,061,002700,82.8,2.166,3
36061002800,36,061,002800,78.9,1.9885,3
36061002900,36,061,002900,87.4,1.727,3
36061003002,36,061,003002,79.8,1.5575,3
36061003400,36,061,003400,81.8,1.7904,2
36061003601,36,061,003601,77.3,1.5632,3
36061003602,36,061,003602,81.6,1.8913,2
36061003700,36,061,003700,81.5,1.3237,2
36061003900,36,061,003900,83.4,2.9518,3
36061004000,36,061,004000,78.6,1.388,3
36061004100,36,061,004100,84.3,1.5395,3
36061004300,36,061,004300,82.4,2.0886,3
36061004700,36,061,004700,81.4,2.1844,3
36061004800,36,061,004800,84.5,2.6347,3
36061004900,36,061,004900,83,2.6191,3
36061005000,36,061,005000,84.3,2.4053,3
36061005200,36,061,005200,86.1,3.627,3
36061005400,36,061,005400,84.4,2.8656,3
36061005501,36,061,005501,86.1,2.5369,3
36061005700,36,061,005700,88,2.7337,3
36061005900,36,061,005900,93.3,3.1022,3
36061006000,36,061,006000,85.5,1.4093,3
36061006100,36,061,006100,81.8,2.1111,2
36061006200,36,061,006200,81.5,2.1888,3
36061006300,36,061,006300,83.9,1.4308,3
36061006400,36,061,006400,84,2.4255,3
36061006500,36,061,006500,83.4,2.8228,3
36061006600,36,061,006600,80.3,1.9564,3
36061006800,36,061,006800,77.4,1.9541,3
36061006900,36,061,006900,81.5,2.0681,2
36061007000,36,061,007000,83.8,2.5319,3
36061007100,36,061,007100,86.4,2.9966,3
36061007200,36,061,007200,81.5,1.8403,2
36061007300,36,061,007300,80,1.1286,3
36061007400,36,061,007400,82.5,3.4375,3
36061007500,36,061,007500,82.9,2.8928,3
36061007700,36,061,007700,81.7,1.7297,3
36061007800,36,061,007800,82.3,2.1335,3
36061007900,36,061,007900,88.2,3.0584,3
36061008000,36,061,008000,88,2.5282,3
36061008100,36,061,008100,81.8,1.3182,2
36061008200,36,061,008200,81.8,1.2556,2
36061008300,36,061,008300,81.2,1.6842,2
36061008601,36,061,008601,81.5,2.7557,2
36061008603,36,061,008603,85.8,1.9351,3
36061008700,36,061,008700,81.5,2.1255,3
36061008800,36,061,008800,88.7,3.7127,3
36061008900,36,061,008900,81.6,1.4974,2
36061009000,36,061,009000,85,3.7211,3
36061009100,36,061,009100,79.3,2.8662,3
36061009200,36,061,009200,79.5,3.6525,3
36061009700,36,061,009700,81.3,1.5611,3
36061009800,36,061,009800,87.8,3.9553,3
36061009900,36,061,009900,81.5,3.1147,2
36061010000,36,061,010000,84.1,3.0144,3
36061010100,36,061,010100,81.2,3.3592,2
36061010300,36,061,010300,81.6,2.616,2
36061010400,36,061,010400,81.5,1.2745,2
36061010601,36,061,010601,89.9,2.3282,3
36061010602,36,061,010602,84.4,2.2206,3
36061010800,36,061,010800,85.3,1.6466,3
36061011000,36,061,011000,87,2.5797,3
36061011100,36,061,011100,77.6,1.7715,3
36061011203,36,061,011203,84.1,2.2396,3
36061011402,36,061,011402,87,2.7902,3
36061011600,36,061,011600,83.5,3.7538,3
36061011800,36,061,011800,88.5,2.4988,3
36061012000,36,061,012000,84.6,1.5948,3
36061012100,36,061,012100,81.6,1.5618,2
36061012200,36,061,012200,82.1,0.8609,2
36061012500,36,061,012500,78.6,2.8101,3
36061012600,36,061,012600,83,1.1477,1
36061012700,36,061,012700,81.7,1.8878,2
36061012800,36,061,012800,87.2,1.7423,3
36061012900,36,061,012900,78.9,2.3991,3
36061013000,36,061,013000,84.7,1.9798,3
36061013100,36,061,013100,83.3,2.4222,3
36061013200,36,061,013200,87.7,3.7895,3
36061013300,36,061,013300,84.9,3.0955,3
36061013400,36,061,013400,81.5,1.3743,2
36061013500,36,061,013500,84.2,2.5504,3
36061013600,36,061,013600,85.2,1.7572,3
36061013700,36,061,013700,86,3.0035,3
36061013800,36,061,013800,83,1.5696,3
36061013900,36,061,013900,79.3,1.571,3
36061014000,36,061,014000,88.2,1.9651,3
36061014200,36,061,014200,89.5,2.9987,3
36061014401,36,061,014401,89.9,3.0765,3
36061014402,36,061,014402,81.5,1.122,2
36061014500,36,061,014500,88,2.8595,3
36061014601,36,061,014601,81.8,1.7169,2
36061014602,36,061,014602,85.3,3.341,3
36061014801,36,061,014801,86.7,2.2439,3
36061014802,36,061,014802,88.8,2.4691,3
36061014900,36,061,014900,89.1,2.3664,3
36061015002,36,061,015002,88.6,2.4191,3
36061015100,36,061,015100,84,3.4093,3
36061015200,36,061,015200,87.8,2.9432,3
36061015300,36,061,015300,87.8,2.5291,3
36061015400,36,061,015400,84.6,2.1023,3
36061015500,36,061,015500,87.9,1.8229,3
36061015601,36,061,015601,81.6,1.7018,2
36061015602,36,061,015602,78.9,2.9825,3
36061015700,36,061,015700,87.5,2.8832,3
36061015801,36,061,015801,85.2,2.2374,3
36061015802,36,061,015802,79.3,1.6495,3
36061015900,36,061,015900,84.3,2.0752,3
36061016001,36,061,016001,84.9,1.6226,3
36061016002,36,061,016002,84,1.8852,3
36061016100,36,061,016100,81.5,1.6352,2
36061016200,36,061,016200,81.4,2.8105,3
36061016300,36,061,016300,85.7,1.9754,3
36061016400,36,061,016400,78.7,2.5801,3
36061016500,36,061,016500,85.3,1.6872,3
36061016600,36,061,016600,82.4,3.436,3
36061016700,36,061,016700,87,2.0542,3
36061016800,36,061,016800,66.2,2.3494,3
36061016900,36,061,016900,83.4,1.6093,3
36061017000,36,061,017000,81.8,1.527,3
36061017100,36,061,017100,82.1,1.5536,3
36061017300,36,061,017300,83.4,1.8094,3
36061017401,36,061,017401,75.5,1.8268,3
36061017402,36,061,017402,71.2,2.3473,3
36061017500,36,061,017500,81.5,1.0986,3
36061017700,36,061,017700,80.5,1.1461,3
36061017800,36,061,017800,76.2,1.5748,3
36061017900,36,061,017900,86.1,2.7789,3
36061018000,36,061,018000,77.4,1.7003,3
36061018100,36,061,018100,88.5,2.6721,3
36061018200,36,061,018200,76.6,2.1862,1
36061018300,36,061,018300,81.3,1.5272,3
36061018400,36,061,018400,82.4,2.9562,3
36061018500,36,061,018500,88.2,3.0857,3
36061018600,36,061,018600,76.3,1.8348,3
36061018700,36,061,018700,82.6,1.9703,1
36061018800,36,061,018800,77.8,2.2451,3
36061018900,36,061,018900,79.2,1.2322,1
36061019000,36,061,019000,77.7,2.0128,1
36061019100,36,061,019100,88.6,3.6118,3
36061019200,36,061,019200,72.7,1.8809,1
36061019300,36,061,019300,82.2,3.0747,3
36061019400,36,061,019400,78.8,3.0179,3
36061019500,36,061,019500,82.2,1.9467,3
36061019600,36,061,019600,75.6,1.2431,3
36061019701,36,061,019701,78.4,1.9492,2
36061019702,36,061,019702,76.7,2.6337,3
36061019800,36,061,019800,74.4,1.5371,3
36061019900,36,061,019900,81.6,0.8271,2
36061020000,36,061,020000,80.7,2.8736,3
36061020102,36,061,020102,82.4,3.5548,3
36061020500,36,061,020500,81.6,0.8564,2
36061020600,36,061,020600,79.2,2.29,2
36061020701,36,061,020701,83.1,2.9438,3
36061020800,36,061,020800,77.8,1.7611,2
36061020901,36,061,020901,75.3,1.6145,3
36061021000,36,061,021000,74.9,1.5437,3
36061021100,36,061,021100,81.5,1.7597,3
36061021200,36,061,021200,76.4,1.3444,3
36061021303,36,061,021303,76.4,1.4668,3
36061021400,36,061,021400,79.9,1.9713,3
36061021500,36,061,021500,72.9,1.519,3
36061021600,36,061,021600,78.8,2.1547,3
36061021800,36,061,021800,82.7,3.1029,3
36061021900,36,061,021900,80.6,3.6248,3
36061022000,36,061,022000,79.6,2.6268,2
36061022102,36,061,022102,76.2,2.109,3
36061022200,36,061,022200,76.2,2.6563,3
36061022301,36,061,022301,82.3,2.231,1
36061022302,36,061,022302,80.6,2.5513,3
36061022400,36,061,022400,72.9,1.2462,3
36061022500,36,061,022500,81.3,1.5379,3
36061022600,36,061,022600,78,1.8908,3
36061022700,36,061,022700,79.7,2.002,3
36061022800,36,061,022800,75.9,2.2914,3
36061022900,36,061,022900,80.9,1.9432,3
36061023000,36,061,023000,78.8,2.2385,3
36061023100,36,061,023100,78.3,1.6211,3
36061023200,36,061,023200,72.7,1.6134,3
36061023300,36,061,023300,81.3,2.1348,3
