"","ReviewCount","Ratings","Price","Cluster"
"1",0.244372317216976,1.3357565711985,0.383733194761173,7
"2",-0.406222268182625,1.3357565711985,0.383733194761173,7
"3",0.0491939415970955,0.632692444860059,1.85330482524764,6
"4",0.437141083261302,0.632692444860059,0.383733194761173,7
"5",0.776896033414426,1.3357565711985,0.383733194761173,7
"6",-0.0857441946339328,1.3357565711985,0.383733194761173,7
"7",-0.338753200067111,1.3357565711985,0.383733194761173,7
"8",-0.189357406382758,0.632692444860059,0.383733194761173,7
"9",1.01062816224317,0.632692444860059,0.383733194761173,7
"10",-0.198995844684974,1.3357565711985,0.383733194761173,7
"11",0.326299042785814,0.632692444860059,0.383733194761173,7
"12",-0.215863111713853,0.632692444860059,3.32287645573411,6
"13",-0.283332179829367,2.03882069753695,0.383733194761173,7
"14",-0.377306953275976,0.632692444860059,0.383733194761173,7
"15",-0.133936386145014,0.632692444860059,0.383733194761173,7
"16",0.304612556605828,0.632692444860059,1.85330482524764,6
"17",-0.223091940440515,0.632692444860059,0.383733194761173,7
"18",-0.336343590491557,1.3357565711985,-1.0858384357253,1
"19",-0.345982028793773,0.632692444860059,-1.0858384357253,1
"20",0.0130497979637844,0.632692444860059,0.383733194761173,7
"21",-0.519473918233666,1.3357565711985,3.32287645573411,6
"22",-0.203815063836082,1.3357565711985,0.383733194761173,7
"23",2.3575999149779,1.3357565711985,0.383733194761173,5
"24",-0.377306953275976,-0.0703716814783863,0.383733194761173,4
"25",-0.425499144787057,0.632692444860059,0.383733194761173,7
"26",-0.150803653173893,0.632692444860059,0.383733194761173,7
"27",-0.244778426620502,1.3357565711985,-1.0858384357253,1
"28",-0.0640577084539461,0.632692444860059,0.383733194761173,7
"29",0.14075910546815,1.3357565711985,0.383733194761173,7
"30",0.222685831036989,0.632692444860059,0.383733194761173,7
"31",-0.485739384175909,1.3357565711985,-1.0858384357253,1
"32",0.393768110901328,1.3357565711985,0.383733194761173,7
"33",3.26361311538623,0.632692444860059,0.383733194761173,5
"34",-0.220682330864961,1.3357565711985,0.383733194761173,7
"35",-0.235139988318285,1.3357565711985,-1.0858384357253,1
"36",0.114253400137056,0.632692444860059,-1.0858384357253,1
"37",-0.439956802240382,0.632692444860059,-1.0858384357253,1
"38",-0.300199446858246,-0.773435807816832,0.383733194761173,4
"39",-0.372487734124868,1.3357565711985,0.383733194761173,7
"40",-0.348391638369327,0.632692444860059,0.383733194761173,7
"41",-0.449595240542598,1.3357565711985,1.85330482524764,6
"42",-0.24959764577161,1.3357565711985,0.383733194761173,7
"43",-0.061648098878392,0.632692444860059,0.383733194761173,7
"44",-0.030323174396189,0.632692444860059,0.383733194761173,7
"45",-0.292970618131583,0.632692444860059,0.383733194761173,7
"46",0.0226882362660007,0.632692444860059,0.383733194761173,7
"47",-0.365258905398206,-0.0703716814783863,0.383733194761173,4
"48",-0.300199446858246,0.632692444860059,1.85330482524764,6
"49",-0.189357406382758,0.632692444860059,-1.0858384357253,1
"50",-0.218272721289407,-0.0703716814783863,0.383733194761173,4
"51",0.0130497979637844,1.3357565711985,0.383733194761173,7
"52",0.432321864110194,0.632692444860059,0.383733194761173,7
"53",-0.341162809642665,1.3357565711985,-1.0858384357253,1
"54",-0.386945391578192,0.632692444860059,0.383733194761173,7
"55",-0.459233678844815,1.3357565711985,0.383733194761173,7
"56",-0.32670515218934,0.632692444860059,0.383733194761173,7
"57",0.143168715043704,1.3357565711985,1.85330482524764,6
"58",-0.23754959789384,1.3357565711985,0.383733194761173,7
"59",-0.495377822478126,1.3357565711985,0.383733194761173,7
"60",-0.3917646107293,0.632692444860059,-1.0858384357253,1
"61",-0.461643288420369,0.632692444860059,-1.0858384357253,1
"62",-0.206224673411637,-0.0703716814783863,0.383733194761173,4
"63",0.135939886317042,-0.0703716814783863,0.383733194761173,4
"64",-0.374897343700422,0.632692444860059,-1.0858384357253,1
"65",0.719065403601129,-0.0703716814783863,0.383733194761173,4
"66",-0.324295542613786,-0.773435807816832,0.383733194761173,4
"67",-0.374897343700422,0.632692444860059,0.383733194761173,7
"68",0.0997957426837311,0.632692444860059,-1.0858384357253,1
"69",-0.203815063836082,-0.0703716814783863,0.383733194761173,4
"70",-0.0664673180295001,-0.0703716814783863,0.383733194761173,4
"71",-0.309837885160462,0.632692444860059,-1.0858384357253,1
"72",-0.220682330864961,0.632692444860059,0.383733194761173,7
"73",-0.0520096605761757,-0.0703716814783863,0.383733194761173,4
"74",-0.362849295822652,-0.0703716814783863,0.383733194761173,4
"75",-0.266464912800488,0.632692444860059,-1.0858384357253,1
"76",-0.244778426620502,-0.773435807816832,-1.0858384357253,2
"77",-0.514654699082558,-0.0703716814783863,-1.0858384357253,1
"78",-0.343572419218219,0.632692444860059,-1.0858384357253,1
"79",1.12147020271866,-0.0703716814783863,0.383733194761173,4
"80",-0.461643288420369,0.632692444860059,-1.0858384357253,1
"81",-0.24959764577161,-0.773435807816832,-1.0858384357253,2
"82",-0.268874522376043,-0.0703716814783863,-1.0858384357253,1
"83",-0.247188036196056,-0.773435807816832,0.383733194761173,4
"84",-0.348391638369327,1.3357565711985,-1.0858384357253,1
"85",-0.174899748929434,-0.0703716814783863,0.383733194761173,4
"86",-0.541160404413653,2.03882069753695,0.383733194761173,7
"87",0.249191536368084,0.632692444860059,-1.0858384357253,1
"88",-0.471281726722585,0.632692444860059,0.383733194761173,7
"89",0.0106401883882303,0.632692444860059,0.383733194761173,7
"90",-0.413451096909287,-0.0703716814783863,0.383733194761173,4
"91",-0.452004850118152,-0.0703716814783863,-1.0858384357253,1
"92",0.14075910546815,1.3357565711985,-1.0858384357253,1
"93",-0.300199446858246,-0.0703716814783863,0.383733194761173,4
"94",-0.529112356535883,-0.0703716814783863,-1.0858384357253,1
"95",-0.45682406926926,-0.0703716814783863,0.383733194761173,4
"96",-0.396583829880409,0.632692444860059,-1.0858384357253,1
"97",-0.401403049031517,-0.0703716814783863,0.383733194761173,4
"98",-0.194176625533866,-0.0703716814783863,0.383733194761173,4
"99",-0.158032481900555,0.632692444860059,0.383733194761173,7
"100",-0.0568288797272839,-0.0703716814783863,-1.0858384357253,1
"101",-0.31465710431157,-0.773435807816832,-1.0858384357253,2
"102",-0.50983547993145,0.632692444860059,-1.0858384357253,1
"103",-0.427908754362612,-0.0703716814783863,-1.0858384357253,1
"104",-0.449595240542598,-0.0703716814783863,0.383733194761173,4
"105",-0.505016260780342,-2.17956406049372,-1.0858384357253,3
"106",-0.473691336298139,-0.773435807816832,-1.0858384357253,2
"107",-0.0496000510006216,-0.0703716814783863,-1.0858384357253,1
"108",-0.50983547993145,-0.0703716814783863,-1.0858384357253,1
"109",-0.23754959789384,-0.773435807816832,-1.0858384357253,2
"110",-0.526702746960329,-1.47649993415528,-1.0858384357253,2
"111",-0.384535782002638,-0.773435807816832,0.383733194761173,4
"112",-0.526702746960329,1.3357565711985,0.383733194761173,7
"113",-0.372487734124868,-2.88262818683217,-1.0858384357253,3
