"","Yelp_Cluster1","Yelp_Cluster2","Yelp_Cluster3","Yelp_Cluster4","Yelp_Cluster5","Yelp_Cluster6","Yelp_Cluster7","NTA Cluster"
"29",0.303225806451613,0.103225806451613,0.0838709677419355,0.193548387096774,0,0.0129032258064516,0.303225806451613,3
"30",0.236842105263158,0.289473684210526,0.131578947368421,0.184210526315789,0,0.0526315789473684,0.105263157894737,2
"31",0.222222222222222,0.0666666666666667,0.0555555555555556,0.177777777777778,0.0111111111111111,0.0777777777777778,0.388888888888889,1
"32",0.216494845360825,0.123711340206186,0.103092783505155,0.237113402061856,0,0.0515463917525773,0.268041237113402,1
"33",0.260869565217391,0.0869565217391304,0.0760869565217391,0.25,0.0108695652173913,0.0434782608695652,0.271739130434783,1
"34",0.5,0.2,0,0,0,0,0.3,3
"35",0.222602739726027,0.0205479452054795,0.0273972602739726,0.23972602739726,0.0308219178082192,0.0650684931506849,0.393835616438356,1
"36",0.383838383838384,0.141414141414141,0.0909090909090909,0.131313131313131,0,0,0.252525252525253,3
"37",0.283687943262411,0.0851063829787234,0.0212765957446809,0.177304964539007,0.0141843971631206,0.0567375886524823,0.361702127659574,1
"38",0.36046511627907,0.122093023255814,0.063953488372093,0.156976744186047,0,0.0116279069767442,0.284883720930233,3
"39",0.371134020618557,0.103092783505155,0.103092783505155,0.11340206185567,0.0206185567010309,0.0103092783505155,0.278350515463918,3
"40",0.315789473684211,0.105263157894737,0.210526315789474,0.157894736842105,0,0,0.210526315789474,3
"41",0.212121212121212,0.303030303030303,0.272727272727273,0.151515151515152,0,0,0.0606060606060606,2
"42",0.328358208955224,0.208955223880597,0.343283582089552,0.0895522388059701,0,0,0.0298507462686567,2
"43",0.277777777777778,0.166666666666667,0.5,0,0,0.0555555555555556,0,2
"44",0.357142857142857,0.5,0.142857142857143,0,0,0,0,2
"45",0.318181818181818,0.166666666666667,0.106060606060606,0.136363636363636,0,0.106060606060606,0.166666666666667,3
"46",0.290322580645161,0.112903225806452,0.0483870967741935,0.129032258064516,0,0.0161290322580645,0.403225806451613,3
"47",0.27027027027027,0.27027027027027,0.243243243243243,0.108108108108108,0,0,0.108108108108108,2
"48",0.4,0.1,0.3,0.2,0,0,0,2
"49",0.439024390243902,0.195121951219512,0.195121951219512,0.0975609756097561,0,0,0.0731707317073171,2
"50",0.277777777777778,0.25,0.194444444444444,0.222222222222222,0,0,0.0555555555555556,2
"51",0.213333333333333,0.173333333333333,0.16,0.32,0,0,0.133333333333333,1
"52",0.317307692307692,0.144230769230769,0.144230769230769,0.163461538461538,0.00961538461538462,0.0192307692307692,0.201923076923077,3
"53",0.382716049382716,0.172839506172839,0.0987654320987654,0.0987654320987654,0,0,0.246913580246914,3
"54",0.344827586206897,0.137931034482759,0.0689655172413793,0.206896551724138,0.0344827586206897,0,0.206896551724138,3
"55",0.210144927536232,0.173913043478261,0.0942028985507246,0.27536231884058,0,0.0144927536231884,0.231884057971014,1
"56",0.144230769230769,0.134615384615385,0.153846153846154,0.221153846153846,0.0288461538461538,0.0480769230769231,0.269230769230769,1
"57",0.131578947368421,0.109022556390977,0.0902255639097744,0.338345864661654,0.0263157894736842,0.056390977443609,0.24812030075188,1
"58",0.164021164021164,0.0846560846560847,0.0564373897707231,0.261022927689594,0.0511463844797178,0.135802469135802,0.246913580246914,1
"59",0.165413533834586,0.0451127819548872,0.0676691729323308,0.300751879699248,0.0526315789473684,0.218045112781955,0.150375939849624,1
"60",0.144230769230769,0.0817307692307692,0.0817307692307692,0.252403846153846,0.0384615384615385,0.105769230769231,0.295673076923077,1
"61",0.167350287120591,0.0968006562756358,0.0894175553732568,0.276456111566858,0.0451189499589828,0.144380639868745,0.180475799835931,1
"62",0.17184265010352,0.105590062111801,0.0890269151138716,0.283643892339545,0.0144927536231884,0.151138716356108,0.184265010351967,1
"63",0.156462585034014,0.122448979591837,0.0646258503401361,0.231292517006803,0.0204081632653061,0.115646258503401,0.289115646258503,1
"64",0.171717171717172,0.176767676767677,0.101010101010101,0.252525252525253,0.0303030303030303,0.0757575757575758,0.191919191919192,1
"65",0.165548098434004,0.0492170022371365,0.0536912751677852,0.221476510067114,0.0693512304250559,0.0939597315436242,0.34675615212528,1
"66",0.132669983416252,0.0497512437810945,0.0398009950248756,0.233830845771144,0.066334991708126,0.164179104477612,0.313432835820896,1
"67",0.144230769230769,0.0692307692307692,0.0615384615384615,0.267307692307692,0.0403846153846154,0.159615384615385,0.257692307692308,1
"68",0.235897435897436,0.133333333333333,0.102564102564103,0.258974358974359,0.00256410256410256,0.0923076923076923,0.174358974358974,1
"69",0.330882352941176,0.0661764705882353,0.0416666666666667,0.183823529411765,0.071078431372549,0.0661764705882353,0.240196078431373,3
"70",0.345794392523364,0.11214953271028,0.0747663551401869,0.11214953271028,0.0280373831775701,0.0280373831775701,0.299065420560748,3
"71",0.168949771689498,0.091324200913242,0.0547945205479452,0.292237442922374,0.0182648401826484,0.114155251141553,0.26027397260274,1
"72",0.137931034482759,0.0862068965517241,0.0517241379310345,0.281609195402299,0.00574712643678161,0.120689655172414,0.316091954022989,1
"73",0.266666666666667,0.20952380952381,0.114285714285714,0.180952380952381,0,0.019047619047619,0.20952380952381,3
"74",0.383928571428571,0.214285714285714,0.0982142857142857,0.0982142857142857,0,0.0267857142857143,0.178571428571429,3
"75",0.353658536585366,0.121951219512195,0.146341463414634,0.158536585365854,0,0.0121951219512195,0.207317073170732,3
"76",0.356521739130435,0.243478260869565,0.0956521739130435,0.191304347826087,0,0.0173913043478261,0.0956521739130435,3
"77",0.121621621621622,0.0720720720720721,0.0630630630630631,0.297297297297297,0.018018018018018,0.279279279279279,0.148648648648649,1
"78",0.333333333333333,0.166666666666667,0,0.5,0,0,0,1
